number,quote
440,"Oh, no, nothing like that, but I do believe I know what sort of man your Uncle Mathew was. Rather like my own Uncle Henry, I think. Fond of rather obvious jokes. A bachelor, evidently—I wonder why—perhaps an early disappointment? Methodical up to a point, but not very fond of being tied up—so few bachelors are!"
441,"Served him right,"
442,"Oh, but there was nothing in the safe,"
443,"You see, he really kept the money somewhere else—behind some volumes of sermons in the library, as a matter of fact. He said people never took a book of that kind out of the shelf!"
444,"It’s been awfully good of you to come down as you have and try to help us. Sorry it’s been all a washout. Feel we trespassed a lot on your time. However—I’ll get the car out, and you’ll be able to catch the three thirty—"
445,"Oh,"
446,"but we’ve got to find the money, haven’t we? You mustn’t give up, Mr. Rossiter. ‘If at first you don’t succeed, try, try, try again.’"
447,You mean you’re going to—go on trying?
448,"Strictly speaking,"
449,"I haven’t begun yet. ‘First catch your hare—’ as Mrs. Beaton says in her cookery book—a wonderful book but terribly expensive; most of the recipes begin, ‘Take a quart of cream and a dozen eggs.’ Let me see, where was I? Oh, yes. Well, we have, so to speak, caught our hare—the hare being, of course, your Uncle Mathew, and we’ve only got to decide now where he would have hidden the money. It ought to be quite simple."
450,"there’s nothing there, as you can see."
451,"I expect,"
452,your cabinetmaker was a young man. He didn’t know everything. People were very artful when they made hiding places in those days. There’s such a thing as a secret inside a secret.
453,"Fancy that, now!"
454,"Look here, Charmian, it might be, you know! No reason to put a cooking-recipe in a secret drawer otherwise."
455,"Exactly,"
456,"Very, very significant."
457,I know what it might be—invisible ink! Let’s heat it. Turn on the electric fire.
458,"I really think, you know, that you’re making it rather too difficult. The recipe is only an indication, so to speak. It is, I think, the letters that are significant."
459,The letters?
460,"Especially,"
461,the signature.
462,"Charmian! Come here! She’s right. See—the envelopes are old, right enough, but the letters themselves were written much later."
463,"Exactly,"
464,They’re only fake old. I bet anything old Uncle Mat faked them himself—
465,"Precisely,"
466,The whole thing’s a sell. There never was a female missionary. It must be a code.
467,"I mean, dear, that you’re actually holding the money in your hand this minute."
468,"Eighteen fifty-one. And that explains everything, doesn’t it?"
469,"Not to me,"
470,"Well, of course,"
471,"I dare say it wouldn’t to me if it weren’t for my great-nephew Lionel. Such a dear little boy and a passionate stamp collector. Knows all about stamps. It was he who told me about the rare and expensive stamps and that a wonderful new find had come up for auction. And I actually remember his mentioning one stamp—an eighteen fifty-one blue two-cent. It realized something like twenty-five thousand dollars, I believe. Fancy! I should imagine that the other stamps are something also rare and expensive. No doubt your uncle bought through dealers and was careful to ‘cover his tracks,’ as they say in detective stories."
472,"Nothing. It’s only the awful thought that, but for Miss Marple, we might have burned these letters in a decent, gentlemanly way!"
473,"Ah,"
474,"that’s just what these old gentlemen who are fond of their jokes never realize. Uncle Henry, I remember, sent a favourite niece a five-pound note for a Christmas present. He put it in a Christmas card, gummed the card together, and wrote on it, ‘Love and best wishes. Afraid this is all I can manage this year.’"
475,I’m going to get a bottle of champagne. We’ll all drink the health of your Uncle Henry.
476,"Certainly, Edna, come in and shut the door. What is it?"
477,"Yes, Edna?"
478,"Oh, please, ma’am, it’s my cousin, Gladdie."
479,"Dear me,"
480,"Oh, yes, ma’am. She’s always one for a change, Gladdie is. She never seems to get really settled, if you know what I mean. But she’s always been the one to give the notice, you see!"
481,And this time it’s the other way round?
482,"Yes, ma’am, and it’s upset Gladdie something awful."
483,"I suppose, ma’am, there isn’t anything you could do about it? Gladdie’s in ever such a taking."
484,"Tell her not to be silly,"
485,If she didn’t take the brooch—which I’m sure she didn’t—then she has no cause to be upset.
486,"It’ll get about,"
487,I—er—am going up that way this afternoon. I’ll have a word with the Misses Skinner.
488,"Wednesday week. Broke things, you know. Can’t have that."
489,"I’ve got my reasons,"
490,"You missed a brooch, I understand—"
491,"Now, who has been talking? I suppose the girl has. Quite frankly, I’m almost certain she took it. And then got frightened and put it back—but, of course, one can’t say anything unless one is sure."
492,"Well, really,"
493,"I really feel I owe a great deal to Mary, I am so thankful I had the resolution to get rid of that other girl. Mary is really invaluable. Cooks nicely and waits beautifully and keeps our little flat scrupulously clean—mattresses turned over every day. And she is really wonderful with Emily!"
494,"Oh, poor dear, she has been very much under the weather lately. She can’t help it, of course, but it really makes things a little difficult sometimes. Wanting certain things cooked and then, when they come, saying she can’t eat now—and then wanting them again half an hour later and everything spoiled and having to be done again. It makes, of course, a lot of work—but fortunately Mary does not seem to mind at all. She’s used to waiting on invalids, she says, and understands them. It is such a comfort."
495,"Dear me,"
496,You are fortunate.
497,"Yes, indeed. I really feel Mary has been sent to us as an answer to prayer."
498,"She sounds to me,"
499,"almost too good to be true. I should—well, I should be a little careful if I were you."
500,Oh! I assure you I do all I can to make her comfortable. I don’t know what I should do if she left.
501,"I don’t expect she’ll leave until she’s ready to leave,"
502,"If one has no domestic worries, it takes such a load off one’s mind, doesn’t it? How is your little Edna shaping?"
503,"Good afternoon, Miss Marple, what can I do for you?"
504,"Oh, dear,"
505,I’m afraid you’re in a hurry.
506,"Lots of work on,"
507,but I can spare a few moments.
508,"Oh dear,"
509,"I hope I shall be able to put what I say properly. So difficult, you know, to explain oneself, don’t you think? No, perhaps you don’t. But you see, not having been educated in the modern style—just a governess, you know, who taught one the dates of the kings of England and general knowledge—Doctor Brewer—three kinds of diseases of wheat—blight, mildew—now what was the third—was it smut?"
510,Do you want to talk about smut?
511,Have you any ideas on the subject?
512,"Well, as a matter of fact, I have,"
513,May I ask you a question? Are fingerprints of no use to you?
514,"From my handbag,"
515,The maid’s prints are on it. I think they should be satisfactory—she touched an extremely sticky substance a moment previously.
516,Just the thing for you. The kind of puzzle that is right up your street.
517,A puzzle?
518,"Tried to make a regular story of it. ‘He said,’ ‘she said,’ ‘the girl thought,’ etc. Facts of the story are true."
519,But why a puzzle?
520,Because the interpretation is up to you. I want to see if you’re as clever as you always make out.
521,what’s the verdict?
522,"Oh, my dear lady, do I have to tell you that?"
523,"I suppose,"
524,"that it’s the curious conduct of the caretaker. Why did she behave in that very odd way? People do mind being turned out of their old homes. But it wasn’t her home. In fact, she used to complain and grumble while she was there. Yes, it certainly looks very fishy. What became of her, by the way?"
525,Did a bunk to Liverpool. The accident scared her. Thought she’d wait there for her boat.
526,"All very convenient for somebody,"
527,"Yes, I think the ‘Problem of the Caretaker’s Conduct’ can be solved easily enough. Bribery, was it not?"
528,"The fall might have killed her. But he couldn’t be sure of that. And he seems the sort of man who would lay his plans carefully and leave nothing to chance. After all, Mrs. Edge could get him something suitable without her husband knowing. Otherwise, why would Harry bother with her? Yes, I think he had some powerful drug handy, that could be administered before you arrived. After all, if a woman is thrown from her horse and has serious injuries and dies without recovering consciousness, well—a doctor wouldn’t normally be suspicious, would he? He’d put it down to shock or something."
529,Why did you suspect?
530,"It wasn’t any particular cleverness on my part,"
531,"It was just the trite, well-known fact that a murderer is so pleased with his cleverness that he doesn’t take proper precautions. I was just saying a few consolatory words to the bereaved husband—and feeling damned sorry for the fellow, too—when he flung himself down on the settee to do a bit of playacting and a hypodermic syringe fell out of his pocket.

“He snatched it up and looked so scared that I began to think. Harry Laxton didn’t drug; he was in perfect health; what was he doing with a hypodermic syringe? I did the autopsy with a view to certain possibilities. I found strophanthin. The rest was easy. There was strophanthin in Laxton’s possession, and Bella Edge, questioned by the police, broke down and admitted to having got it for him. And finally old Mrs. Murgatroyd confessed that it was Harry Laxton who had put her up to the cursing stunt."
532,"If you don’t mind, ma’am, I’ve a few questions to ask you."
533,In connection with the murder of Mrs. Spenlow?
534,"May I ask, madam, how you got to know of it?"
535,"The fish,"
536,How that young Fred gets to know everything—
537,There’s a pin in your tunic.
538,"Statement was made to me by Mr. Arthur Spenlow, husband of the deceased. Mr. Spenlow says that at two thirty, as far as he can say, he was rung up by Miss Marple, and asked if he would come over at a quarter past three as she was anxious to consult him about something. Now, ma’am, is that true?"
539,"Certainly not,"
540,You did not ring up Mr. Spenlow at two thirty?
541,Neither at two thirty nor any other time.
542,"Mr. Spenlow’s statement was that he came over here as requested, leaving his own house at ten minutes past three; that on arrival here he was informed by the maidservant that Miss Marple was ‘not at ’ome.’"
543,"That part of it is true,"
544,"He did come here, but I was at a meeting at the Women’s Institute."
545,"Ah,"
546,"Do tell me, Constable, do you suspect Mr. Spenlow?"
547,"It’s not for me to say at this stage, but it looks to me as though somebody, naming no names, has been trying to be artful."
548,Mr. Spenlow?
549,"I have always intended, ever since I was a small boy, to live in the country someday and have a garden of my own. I have always been very much attached to flowers. My wife, you know, kept a flower shop. That’s where I saw her first."
550,"You have a sceptical mind, Slack,"
551,"What’s she got to do with it, sir?"
552,"Don’t think there’s anything in that. She didn’t even know Spenlow at the time. I remember the case. Opinion in police circles was that a son of the house was mixed up in it—Jim Abercrombie—awful young waster. Had a pile of debts, and just after the robbery they were all paid off—some rich woman, so they said, but I don’t know—Old Abercrombie hedged a bit about the case—tried to call the police off."
553,"It was just an idea, sir,"
554,"Under the circumstances, yes."
555,It might give us another motive for the husband. Jealousy.
556,was an old-fashioned crime—
557,Now what do you mean by that?
558,"I think, you know, that Constable Palk could help you. He was the first person on the—on the ‘scene of the crime,’ as they say."
559,"I may, of course, be imagining what occurred. My hearing is not as good as it was. But I distinctly think I heard a small boy call after me, ‘Yah, who’s a Crippen?’ It—it conveyed the impression to me that he was of the opinion that I had—had killed my dear wife."
560,"That was the impression he meant to convey, no doubt."
561,"My dear lady, many years ago I read of a certain Chinese philosopher who, when his dearly loved wife was taken from him, continued calmly to beat a gong in the street—a customary Chinese pastime, I presume—exactly as usual. The people of the city were much impressed by his fortitude."
562,"But,"
563,the people of St. Mary Mead react rather differently. Chinese philosophy does not appeal to them.
564,"I have a very nice catalogue here, with pictures. Perhaps you would like to look through it—I have to go up to the village."
565,Yes. From the post office at two thirty—just when the bus comes and the post office would be empty.
566,Will there be murder or won’t there? What do you think?
567,"I think,"
568,"that you shouldn’t joke about these things as much as you do, Raymond. Arsenic is, of course, quite a possibility. So easy to obtain. Probably present in the toolshed already in the form of weed killer."
569,or a hotel or an institution?
570,"They’d expect to buy it for a song,"
571,"You know, dear Raymond, I cannot agree with you there. About the money, I mean. The grandfather was evidently one of those lavish spenders who make money easily, but can’t keep it. He may have gone broke, as you say, but hardly bankrupt or else his son would not have had the house. Now the son, as is so often the case, was an entirely different character to his father. A miser. A man who saved every penny. I should say that in the course of his lifetime he probably put by a very good sum. This Miss Greenshaw appears to have taken after him, to dislike spending money, that is. Yes, I should think it quite likely that she had quite a good sum tucked away."
572,It’s work I could do—and I’d enjoy it.
573,"I’ll write to her,"
574,"I wonder,"
575,what the old lady meant by that remark about a policeman?
576,"Oh, it was just a joke."
577,"It reminded me,"
578,"yes, it reminded me very much of Mr. Naysmith."
579,Who was Mr. Naysmith?
580,"He kept bees,"
581,and was very good at doing the acrostics in the Sunday papers. And he liked giving people false impressions just for fun. But sometimes it led to trouble.
582,I don’t know anything about a policeman.
583,"That remark of hers, my dear,"
584,must have meant something.
585,No. Mrs. Cresswell isn’t named as beneficiary.
586,"Just like Mr. Naysmith,"
587,Miss Greenshaw told Mrs. Cresswell she was going to leave her everything and so got out of paying her wages; and then she left her money to somebody else. No doubt she was vastly pleased with herself. No wonder she chortled when she put the will away in Lady Audley’s Secret.
588,"Yes, Mrs. West. Alfred Pollock."
589,But why?
590,"I should imagine, though perhaps I am wrong, that there may have been—what we might call family reasons."
591,"I dare say,"
592,"that she thought Alfred Pollock might have a pride in the house, might even want to live in it, whereas her nephew would almost certainly have no use for it whatever and would sell it as soon as he could possibly do so. He’s an actor, isn’t he? What play exactly is he acting in at present?"
593,"I believe, madam, they are doing a season of James Barrie’s plays."
594,"Barrie,"
595,"What Every Woman Knows,"
596,"but the wife went along and saw it last week. Quite well done, she said it was."
597,"Barrie wrote some very charming plays,"
598,"though I must say that when I went with an old friend of mine, General Easterly, to see Barrie’s Little Mary—"
599,"The inspector’s baffled, the sergeant’s baffled, I’m baffled, Joan’s baffled, Lou is baffled. But to you, Aunt Jane, it is crystal clear. Am I right?"
600,"I wouldn’t say that, dear,"
601,"not crystal clear, and murder, dear Raymond, isn’t a game. I don’t suppose poor Miss Greenshaw wanted to die, and it was a particularly brutal murder. Very well planned and quite cold-blooded. It’s not a thing to make jokes about!"
602,"I’m not really as callous as I sound. One treats a thing lightly to take away from the—well, the horror of it."
603,"That is, I believe, the modern tendency,"
604,"All these wars, and having to joke about funerals. Yes, perhaps I was thoughtless when I said you were callous."
605,as though we’d known her at all well.
606,"That is very true,"
607,"You, dear Joan, did not know her at all. I did not know her at all. Raymond gathered an impression of her from one afternoon’s conversation. Lou knew her for two days."
608,"One so often looks at a thing the wrong way round,"
609,"If we can’t alter the movements or the position of those three people, then couldn’t we perhaps alter the time of the murder?"
610,You mean that both my watch and the clock were wrong?
611,"No dear,"
612,I didn’t mean that at all. I mean that the murder didn’t occur when you thought it occurred.
613,that Miss Greenshaw intended to be murdered.
614,"What I mean, dear,"
615,"is that you didn’t really know Miss Greenshaw. There’s no real reason, is there, why the Miss Greenshaw you saw when you went up to the house should be the same Miss Greenshaw that Raymond saw a few days earlier? Oh, yes, I know,"
616,"At twelve twenty-nine we received a telephone call from Mrs. Cresswell, housekeeper to Miss Greenshaw, stating that her mistress had been shot. Sergeant Cayley and myself went out there at once in a car and arrived at the house at twelve thirty-five. We found Miss Greenshaw dead and the two ladies locked in their rooms."
617,"So, you see, my dear,"
618,The police constable you saw wasn’t a real police constable. You never thought of him again—one doesn’t—one just accepts one more uniform as part of the law.
619,"Yes, I see."
620,"That’s why I felt I had to see you,"
621,"No, I’m not. Not clever like Julian."
622,"Julian, of course, has a very solid intellect,"
623,"That’s it,"
624,"Julian’s got the intellect, but on the other hand, I’ve got the sense."
625,"You see, I don’t really know what I ought to do. I can’t ask Julian because—well, I mean, Julian’s so full of rectitude. . . ."
626,"I know what you mean, dear. We women—well, it’s different."
627,"I’m quite sure she wasn’t his sister. They were horrid—both of them. They came to the vicarage to get his things and to find out if he’d said anything before he died. When I said he hadn’t I saw it in their faces—relief. I think myself,"
628,it was Eccles who shot him.
629,Murder?
630,"Yes,"
631,"Murder. That’s why I came to you, darling."
632,"Jewels,"
633,"I’m coming now,"
634,"to the most important thing of all. The reason why I’ve really come here today. You see, the Eccleses made a great fuss about having his coat. We took it off when the doctor was seeing him. It was an old, shabby sort of coat—there was no reason they should have wanted it. They pretended it was sentimental, but that was nonsense.

“Anyway, I went up to find it, and as I was just going up the stairs I remembered how he’d made a kind of picking gesture with his hand, as though he was fumbling with the coat. So when I got hold of the coat I looked at it very carefully and I saw that in one place the lining had been sewn up again with a different thread. So I unpicked it and I found a little piece of paper inside. I took it out and I sewed it up again properly with thread that matched. I was careful and I don’t really think that the Eccleses would know I’ve done it. I don’t think so, but I can’t be sure. And I took the coat down to them and made some excuse for the delay."
635,The piece of paper?
636,"I didn’t show it to Julian,"
637,because he would have said that I ought to have given it to the Eccleses. But I thought I’d rather bring it to you instead.
638,"A cloakroom ticket,"
639,Paddington Station.
640,"He had a return ticket to Paddington in his pocket,"
641,"This calls for action,"
642,"But it would be advisable, I think, to be careful. Would you have noticed at all, Bunch dear, whether you were followed when you came to London today?"
643,You don’t think—
644,"Well, I think it’s possible,"
645,"When anything is possible, I think we ought to take precautions."
646,"There you are, miss,"
647,"Oh, thank you, Gladys,"
648,Thank you very much. So kind of you.
649,"Always pleased to oblige, I’m sure,"
650,"Ernie always says to me, ‘Everything what’s good you learned from that Miss Marple of yours that you were in service with,’ and I’m sure I’m always glad to oblige you, miss."
651,"Such a dear girl,"
652,Always so willing and so kind.
653,"By the way, is there still that nice young inspector at Melchester that I remember?"
654,"I don’t know,"
655,I expect so.
656,"Well, if not,"
657,I can always ring up the Chief Constable. I think he would remember me.
658,"He was shot. It was Eccles’s revolver, but I rather fancy it was Moss who did the shooting. Now, Mrs. Harmon, what we want to know is, where is the suitcase that Walter St. John actually deposited at Paddington Station?"
659,"I expect Aunt Jane’s got it by now,"
660,"Wel-l, as a matter of fact, it’s very fortunate. I had a toothache last night so I really ought to go to London to see the dentist, oughtn’t I?"
661,"Definitely,"
662,it’s locked.
663,"Like to make a guess at what’s inside, Miss Marple?"
664,"I should imagine, you know,"
665,"that it would be Zobeida’s theatrical costumes. Would you like a chisel, Inspector?"
666,"Aladdin’s Cave,"
667,The flashing jewels the girl wore to dance.
668,"Ah,"
669,"Now, what’s so precious about it, do you think, that a man was murdered to get hold of it?"
670,"She was a shrewd girl, I expect,"
671,"She’s dead, isn’t she, Inspector?"
672,"Yes, died three years ago."
673,"She had this valuable emerald necklace,"
674,"Had the stones taken out of their setting and fastened here and there on her theatrical costume, where everyone would take them for merely coloured rhinestones. Then she had a replica made of the real necklace, and that, of course, was what was stolen. No wonder it never came on the market. The thief soon discovered the stones were false."
675,‘Marriage Certificate between Walter Edmund St. John and Mary Moss.’ That was Zobeida’s real name.
676,"So they were married,"
677,I see.
678,What’s the other?
679,"A birth certificate of a daughter, Jewel."
680,"I should imagine so, Mrs. Harmon. If they’re here."
681,"Oh, they’ll be here all right,"
682,"Thank goodness you’re back, dear,"
683,"It will come to me,"
684,"Ah,"
685,what a change for the better since—
686,"Oh, dear,"
687,"I always get all the names wrong. And of course, it was Miss Knight I was thinking of. Not Miss Bishop. Why do I think of her as Miss Bishop?"
688,"Surely,"
689,there can’t be a bond of ruthlessness between us?
690,"D’you know,"
691,"it’s extraordinary, I never thought about it before. I believe, you know, I could be ruthless…."
692,Did you say something?
693,"I was speaking to myself,"
694,I just wondered if I could ever be ruthless.
695,"What, you?"
696,Never! You’re kindness itself.
697,"All the same,"
698,I believe I could be ruthless if there was due cause.
699,What would you call due cause?
700,"In the cause of justice,"
701,"You did have it in for little Gary Hopkins I must say,"
702,"When you caught him torturing his cat that day. Never knew you had it in you to go for anyone like that! Scared him stiff, you did. He’s never forgotten it."
703,"Really,"
704,I don’t think I have ever behaved quite like that.
705,"Sulphur yellow,"
706,I beg your pardon? You said something?
707,"I was talking to myself, I’m afraid,"
708,"I’m afraid one does at my age,"
709,"Nice garden you’ve got here,"
710,"Not particularly nice now,"
711,When I could attend to it myself—
712,"Oh I know. I understand just what you feel. I suppose you’ve got one of those—I have a lot of names for them, mostly very rude—elderly chaps who say they know all about gardening. Sometimes they do, sometimes they don’t know a thing about it. They come and have a lot of cups of tea and do a little very mild weeding. They’re quite nice, some of them, but all the same it does make one’s temper rise."
713,I’m quite a keen gardener myself.
714,Do you live here?
715,"Well, I’m boarding with a Mrs. Hastings. I think I’ve heard her speak of you. You’re Miss Marple, aren’t you?"
716,"Of course I do a few odd jobs as well. Shopping, you know, and things like that. Anyway, if you want any time put in here, I could put in an hour or two for you. I’d say I might be better than any chap you’ve got now."
717,"That would be easy,"
718,I like flowers best. Don’t care so much for vegetables.
719,"I do vegetables for Mrs. Hastings. Dull but necessary. Well, I’ll be getting along."
720,"You take very good care of me, Cherry,"
721,"Got to,"
722,Good people are scarce.
723,"Well, thank you for the compliment,"
724,"Nothing the matter, is there?"
725,"You look a bit rattled like, if you know what I mean."
726,"No, nothing’s the matter,"
727,I had rather an unusual letter from a firm of solicitors.
728,"Nobody is suing you for anything, are they?"
729,"Oh no, I don’t think so,"
730,Nothing of that kind. They just asked me to call upon them next week in London.
731,"Perhaps you’ve been left a fortune,"
732,"That, I think, is very unlikely,"
733,"Well, you never know,"
734,"Oh well,"
735,I shall know next Tuesday.
736,"Wonder what she’ll be like,"
737,"Show her up,"
738,"No lift. Ah well, we are a very long established firm and we don’t go in for as many of the modern gadgets as perhaps our clients expect of us."
739,"This room has very pleasant proportions,"
740,"I’ll pull that curtain slightly, shall I? You may feel the sun a little too much in your eyes."
741,"Thank you,"
742,"You’ve heard, no doubt, of Mr. Rafiel’s death, or perhaps you saw it in the paper."
743,"I saw it in the paper,"
744,"He was, I understand, a friend of yours."
745,"I met him first just over a year ago,"
746,"In the West Indies,"
747,"Ah. I remember. He went out there, I believe, for his health. It did him some good, perhaps, but he was already a very ill man, badly crippled, as you know."
748,"Yes,"
749,You knew him well?
750,"No,"
751,"I would not say that. We were fellow visitors in a hotel. We had occasional conversations. I never saw him again after my return to England. I live very quietly in the country, you see, and I gather that he was completely absorbed in business."
752,A very fine financial brain.
753,"I am sure that was so,"
754,"I realized quite soon that he was a—well, a very remarkable character altogether."
755,I don’t know if you have any idea—whether you’ve been given any idea at some time by Mr. Rafiel—as to what this proposition is that I have been instructed to put up to you?
756,"I cannot imagine,"
757,what possible kind of proposition Mr. Rafiel might have wanted to put up to me. It seems most unlikely.
758,He had a very high opinion of you.
759,"That is kind of him, but hardly justified,"
760,I am a very simple person.
761,"As you no doubt realize, he died a very rich man. The provisions of his Will are on the whole fairly simple. He had already made dispositions of his fortune some time before his death. Trusts and other beneficiary arrangements."
762,"That is, I believe, very usual procedure nowadays,"
763,though I am not at all cognizant of financial matters myself.
764,"That is a very large sum of money,"
765,"Not quite so large as it used to be,"
766,Mere chicken feed nowadays
767,"I must admit,"
768,"that I am amazed. Frankly, quite amazed."
769,"You suggested, I suppose, that it might be better if he did,"
770,"You are quite right. That is what I did. I said that you might find it difficult to—oh, to understand exactly what he was driving at."
771,"Very remarkable,"
772,"There is no need, of course,"
773,for you to give me an answer now.
774,"No,"
775,I should have to reflect upon this.
776,"It is, as you have pointed out, quite a substantial sum of money."
777,"I am old,"
778,"Elderly, we say, but old is a better word. Definitely old. It is both possible and indeed probable that I might not live as long as a year to earn this money, in the rather doubtful case that I was able to earn it."
779,"I could benefit certain charities in which I have an interest,"
780,"and there are always people. People whom one wishes one could do a little something for but one’s own funds do not admit of it. And then I will not pretend that there are not pleasures and desires—things that one has not been able to indulge in or to afford—I think Mr. Rafiel knew quite well that to be able to do so, quite unexpectedly, would give an elderly person a great deal of pleasure."
781,"A cruise abroad, perhaps? One of these excellent tours as arranged nowadays. Theatres, concerts—the ability to replenish one’s cellars."
782,"My tastes would be a little more moderate than that,"
783,"Partridges,"
784,"it is very difficult to get partridges nowadays, and they’re very expensive. I should enjoy a partridge—a whole partridge—to myself, very much. A box of marrons glacés is an expensive taste which I cannot often gratify. Possibly a visit to the opera. It means a car to take one to Covent Garden and back, and the expense of a night in a hotel. But I must not indulge in idle chat,"
785,"Frankly, one would think so,"
786,"but he selected you, Miss Marple. Forgive me if this is idle curiosity but have you had—oh, how shall I put it?—any connection with crime or the investigation of crime?"
787,"Strictly speaking I should say no,"
788,"Nothing professional, that is to say. I have never been a probation officer or indeed sat as a magistrate on a Bench or been connected in any way with a detective agency. To explain to you, Mr. Broadribb, which I think it is only fair for me to do and which I think Mr. Rafiel ought to have done, to explain it in any way all I can say is that during our stay in the West Indies, we both, Mr. Rafiel and myself, had a certain connection with a crime that took place there. A rather unlikely and perplexing murder."
789,And you and Mr. Rafiel solved it?
790,"I should not put it quite like that,"
791,"Mr. Rafiel, by the force of his personality, and I, by putting together one or two obvious indications that came to my notice, were successful in preventing a second murder just as it was about to take place. I could not have done it alone, I was physically far too feeble. Mr. Rafiel could not have done it alone, he was a cripple. We acted as allies, however."
792,"Just one other question I should like to ask you, Miss Marple. Does the word “Nemesis"
793,"Nemesis,"
794,"You feel the same, I am sure,"
795,"If you should find or receive any further instructions in this matter, you will perhaps let me know, Mr. Broadribb. It seems to me extraordinary that there should not be something of that kind. This leaves me entirely in the dark really as to what Mr. Rafiel is asking me to do or try to do."
796,"If he does think that,"
797,"he’s gaga. I mean, he was gaga before he died."
798,"I shall receive instructions,"
799,But what instructions and when?
800,"I believe in eternal life,"
801,"I don’t know exactly where you are, Mr. Rafiel, but I have no doubt that you are somewhere—I will do my best to fulfil your wishes."
802,You know what the doctor said. You weren’t to take too much exercise.
803,"I walk very slowly,"
804,"and I am not doing anything. Digging, I mean, or weeding. I just—well, I just put one foot in front of the other and wonder about things."
805,What things?
806,"I wish I knew,"
807,"Do you know a woman who lives in a new house somewhere here, she’s called Mrs. Hastings?"
808,"And someone called Miss Bartlett, I think it is, who lives with her—"
809,What—do you mean the house that’s been all done up and repainted at the end of the village? The people there haven’t been there very long. I don’t know what their names are. Why do you want to know? They’re not very interesting. At least I shouldn’t say they were.
810,Are they related?
811,"No. Just friends, I think."
812,I wonder why—
813,You wondered why what?
814,"Nothing,"
815,"Clear my little hand desk, will you, and give me my pen and the notepaper. I’m going to write a letter."
816,"To a clergyman’s sister,"
817,His name is Canon Prescott.
818,"That’s the one you met abroad, in the West Indies, isn’t it? You showed me his photo in your album."
819,"Not feeling bad, are you? Wanting to write to a clergyman and all that?"
820,"I’m feeling extremely well,"
821,and I am anxious to get busy on something. It’s just possible Miss Prescott might help.
822,"I’ve started doing something. Not that I hope much from this, but still it might help."
823,"but like you I heard from a friend that they had seen a notice of her remarriage. Her name now is, I believe, Mrs. Alderson or Anderson. Her address is Winslow Lodge, near Alton, Hants. My brother sends his best wishes to you. It is sad that we live so far apart. We in the north of England and you south of London. I hope that we may meet on some occasion in the future.

Yours sincerely,

Joan Prescott."
824,"Winslow Lodge, Alton,"
825,"Not so far away from here, really. No. Not so far away. I could—I don’t know what would be the best method—possibly one of Inch’s taxis. Slightly extravagant, but if anything results from it, it could be charged as expenses quite legitimately. Now do I write to her beforehand or do I leave it to chance? I think it would be better really, to leave it to chance. Poor Esther. She could hardly remember me with any affection or kindliness."
826,"A nice woman,"
827,"a very nice woman. The kind that would so easily marry a bad lot. In fact, the sort of woman that would marry a murderer if she were ever given half a chance. I still consider,"
828,"Anyway,"
829,"I had a curious dream,"
830,Nightmare?
831,"No, no, nothing of that kind. I was talking to someone, not anyone I knew very well. Just talking. Then when I looked, I saw it wasn’t that person at all I was talking to. It was somebody else. Very odd."
832,"Bit of a mix up,"
833,"It just reminded me of something,"
834,"or rather of someone I once knew. Order Inch for me, will you? To come here about half past eleven."
835,"Endeavouring to meet someone by accident and make it seem purely natural,"
836,"Not really very easy, but I hope that I can manage it."
837,"Ring up this number, will you, Cherry? Ask if Mrs. Anderson is at home. If Mrs. Anderson answers or if she is going to come to the telephone, say a Mr. Broadribb wants to speak to her. You,"
838,"are Mr. Broadribb’s secretary. If she’s out, find out what time she will be in."
839,The things you think of! Why all this? Why do you want me to do it?
840,"Memory is a curious thing,"
841,Sometimes one remembers a voice even if one hasn’t heard it for over a year.
842,"Well, Mrs. What’s-a-name won’t have heard mine at any time, will she?"
843,"No,"
844,That is why you are making the call.
845,"Well, that makes things easier,"
846,"Is Inch here? Ah yes. Good morning, Edward,"
847,"Yes, of course. Anytime after 3 o’clock."
848,Fancy her turning up. I thought she’d died a long time ago.
849,"I’ve been married four or five months,"
850,My name is Anderson now.
851,"Mrs. Anderson,"
852,Yes. I must try and remember that. And your husband?
853,"He runs the Time and Motion Branch. He is,"
854,a little younger than I am.
855,"Much better,"
856,"Oh, much better, my dear. In these days men age so much quicker than women. I know it used not to be said so, but actually it’s true. I mean, they get more things the matter with them. I think, perhaps, they worry and work too much. And then they get high blood pressure or low blood pressure or sometimes a little heart trouble. They’re rather prone to gastric ulcers, too. I don’t think we worry so much, you know. I think we’re a tougher sex."
857,"Perhaps we are,"
858,"You look very well,"
859,"Well, of course, I am rather older now. And one has so many ailments. I mean, not desperate ones, nothing of that kind, but I mean one has always some kind of rheumatism or some kind of ache and pain somewhere. One’s feet are not what one would like feet to be. And there’s usually one’s back or a shoulder or painful hands. Oh, dear, one shouldn’t talk about these things. What a very nice house you have."
860,"I expect you saw the notice of Mr. Rafiel’s death,"
861,"Yes. Yes, indeed I did. It was about a month ago now, wasn’t it? I was so sorry. Very distressed really, although, well, I suppose one knew—he almost admitted it himself, didn’t he? He hinted several times that it wouldn’t be very long. I think he was quite a brave man about it all, don’t you?"
862,"He told me, you know, when I first worked for him, that he was going to give me a very good salary but that I would have to save out of it because I needn’t expect to have anything more from him. Well, I certainly didn’t expect to have anything more from him. He was very much a man of his word, wasn’t he? But apparently he changed his mind."
863,"Yes,"
