number,quote
319,"He opened the case, and taking out the diadem he laid it
     upon the table. It was a magnificent specimen of the jeweller's art,
     and the thirty-six stones were the finest that I have ever seen. At
     one side of the coronet was a cracked edge, where a corner holding
     three gems had been torn away."
320,The banker recoiled in horror.
321,"There is one other thing you owe, Mr. Holder,"
322,Owe!
323,"Name the sum, and I will pay it."
324,THE ADVENTURE OF THE COPPER BEECHES
325,
326,
327,"said he, and turned back to
     his chemical studies.

     The summons was a brief and urgent one.

     Please be at the Black Swan Hotel at Winchester at midday to-morrow
     [it said]. Do come! I am at my wit's end.
     Hunter."
328,
329,
330,
331,
332,"We were as good as our word, for it was just seven when we reached
     the Copper Beeches, having put up our trap at a wayside public-house.
     The group of trees, with their dark leaves shining like burnished
     metal in the light of the setting sun, were sufficient to mark the
     house even had Miss Hunter not been standing smiling on the
     door-step."
333,
334,"It was an old rickety door and gave at once before our united
     strength. Together we rushed into the room. It was empty. There was
     no furniture save a little pallet bed, a small table, and a basketful
     of linen. The skylight above was open, and the prisoner gone."
335,cried Miss Hunter.
336,said I.
337,
338,"She was never happy at home, Miss Alice wasn't, from the time that
     her father married again. She was slighted like and had no say in
     anything, but it never really became bad for her until after she met
     Mr. Fowler at a friend's house. As well as I could learn, Miss Alice
     had rights of her own by will, but she was so quiet and patient, she
     was, that she never said a word about them but just left everything
     in Mr. Rucastle's hands. He knew he was safe with her; but when there
     was a chance of a husband coming forward, who would ask for all that
     the law would give him, then her father thought it time to put a stop
     on it. He wanted her to sign a paper, so that whether she married or
     not, he could use her money. When she wouldn't do it, he kept on
     worrying her until she got brain-fever, and for six weeks was at
     death's door. Then she got better at last, all worn to a shadow, and
     with her beautiful hair cut off; but that didn't make no change in
     her young man, and he stuck to her as true as man could be."
339,"Ah,"
340,"I think that what you have been good enough to
     tell us makes the matter fairly clear, and that I can deduce all that
     remains. Mr. Rucastle then, I presume, took to this system of
     imprisonment?"
341,"You have it, sir, just as it happened."
342,"I am sure we owe you an apology, Mrs. Toller,"
343,"for you
     have certainly cleared up everything which puzzled us. And here comes
     the country surgeon and Mrs. Rucastle, so I think, Watson, that we
     had best escort Miss Hunter back to Winchester, as it seems to me
     that our locus standi now is rather a questionable one."
