number,character,quote
259,hp,I’m sure I hope I acted for the best.
260,mm,I know it. Many is the time I have played with it as a child.
261,hp,"It is your opinion, inspector, that this man Ascher committed the crime?"
262,sh,My uncle's voice is always remarkably low. I hardly spoke at all.
263,hp,Here’s another complication. The monk fellow is missing.
264,mm,"Anyway, they were walking along the bottom path, weren’t they? You saw them there, didn’t you?"
265,sh,"And then again, there is the 'friends of the C.C.H.' I should guess
     that to be the Something Hunt, the local hunt to whose members he has
     possibly given some surgical assistance, and which has made him a
     small presentation in return."
266,sh,"'the great black-faced monkey of the Himalayan slopes,
     biggest and most human of climbing monkeys.' Many details are added.
     Well, thanks to you, Mr. Holmes, it is very clear that we have traced
     the evil to its source."
267,hp,is what we are about to find out.
268,hp,"Not yet do you appreciate
Hercule Poirot at his true worth."
269,sh,"They told
     me that you were fond of queer mysteries, and I don't think you can
     find a queerer one than that. I sent the paper on ahead so that you
     might have time to study it before I came."
270,mm,"Oh yes, in one of the new houses,"
271,sh,"The matches have, of course, been
     used to light cigarettes. That is obvious from the shortness of the
     burnt end. Half the match is consumed in lighting a pipe or cigar.
     But, dear me! this cigarette stub is certainly remarkable. The
     gentleman was bearded and moustached, you say?"
272,mm,I don’t know whether you like sitting rather high? So many people do.
273,hp,I don’t know at all. Which of them was it?
274,sh,"it
     is of course a conceivable theory that this William Kirwan--though he
     had the reputation of being an honest man, may have been in league
     with the thief. He may have met him there, may even have helped him
     to break in the door, and then they may have fallen out between
     themselves."
275,sh,"Yes, we've had a scare in this part lately. Old Acton, who is one of
     our county magnates, had his house broken into last Monday. No great
     damage done, but the fellows are still at large."
276,sh,"I shall be happy to look into it and to give you such advice as I
     can,"
277,mm,"Well, I’m boarding with a Mrs. Hastings. I think I’ve heard her speak of you. You’re Miss Marple, aren’t you?"
278,sh,"Ah, yes!
     Your pictures are not unlike you, sir, if I may say so. I believe you
     have had a letter from my namesake, Mr. Nathan Garrideb, have you
     not?"
279,sh,"Now would you mind going down and
     fetching that poor little devil of a terrier which has been bad so
     long, and which the landlady wanted you to put out of its pain
     yesterday."
280,mm,"Elizabeth and I know no more than those two facts. Elizabeth, that Verity was going to marry Michael. And I that those two were going to marry, that they had arranged it and that they were coming on a settled day and time. And I waited for them, but there was no marriage. No bride, no bridegroom, no word."
281,mm,"Yes. Yes, I can quite imagine that. She was, as I have said, a very old friend of mine. In fact, she was coming to see me, to visit me. I live in Fillminster, which is where your coach tour will be stopping the day after tomorrow. And by arrangement she was coming to visit me there, she wanted to talk to me about various matters about which she thought I could help her."
282,mm,May I ask you a question? Are fingerprints of no use to you?
283,hp,"Oh! that’s typically Devonshire. There’s the pixy’s cave at Sheepstor on the Moor. You’re supposed to leave a pin, you know, as a present for the pixy. A pixy is a kind of moor spirit."
284,mm,I hope you don’t mind me calling you Aunt Jane?
285,mm,"it seems indicated that there is someone on our coach tour who recognized Miss Temple or knew who she was, but who perhaps after the passage of some years was not remembered or might even not have been recognized by Miss Temple. It seems to throw it back on our passengers, does it not?"
286,hp,"No, I do not think it was quite like that."
287,hp,That is what I heard. And then you went away?
288,mm,"She may remember. By the way, there seems to me to be one curious fact that needs explanation. Mrs. Lestrange, the Mystery Lady of St. Mary Mead, paid a visit to old Protheroe after dinner on Wednesday night. And nobody seems to have any idea what it was all about. Old Protheroe said nothing to either his wife or Lettice."
289,sh,"Now, Bannister, will
     you please tell us the truth about yesterday's incident?"
290,hp,I’ll be quiet. But I must leave this place. Joseph and I can go in and sleep at the Rest House.
291,mm,keep your beliefs. Heaven forbid that I should in any way shatter them.
292,mm,There was nothing of that kind to find. I asked him to tell me a little about you. He did not however consent to do so. He told me you were elderly. He told me that you were a person who knew about people. He told me one other thing.
293,sh,"All great criminals have that. My old
     friend Charlie Peace was a violin virtuoso. Wainwright was no mean
     artist. I could quote many more. Well, Sir James, you will inform
     your client that I am turning my mind upon Baron Gruner. I can say no
     more. I have some sources of information of my own, and I dare say we
     may find some means of opening the matter up."
294,sh,"Can a husband ever carry
     about a secret all his life and a woman who loves him have no
     suspicion of it? I knew it by his refusal to talk about some episodes
     in his American life. I knew it by certain precautions he took. I
     knew it by certain words he let fall. I knew it by the way he looked
     at unexpected strangers. I was perfectly certain that he had some
     powerful enemies, that he believed they were on his track, and that
     he was always on his guard against them. I was so sure of it that for
     years I have been terrified if ever he came home later than was
     expected."
295,hp,Did you say anything to Mrs. Doyle about this?
296,sh,"With a comical pomposity of
     manner he bowed solemnly to both of us and strode off upon his way."
297,mm,I’m an elderly pussy and I have very little strength in my arms or my legs. Very little strength anywhere. But I am in my own way an emissary of justice.
298,mm,"though I must say that when I went with an old friend of mine, General Easterly, to see Barrie’s Little Mary—"
299,sh,"There is one other point,
     however. Is this handwriting the same as that upon the pearl-box
     addresses?"
300,mm,"And then the girl finds she is pregnant,"
301,hp,"Yes, he is not happy, our Monsieur Pennington."
302,hp,that Miss Debenham’s father and brothers were at the same kind of school as Colonel Arbuthnot.
303,sh,"Of course, he was bound to call us in, but why he should
     have gone to you I can't understand."
304,mm,"She cried a great deal afterwards and said the leaves had been picked and brought in to her as sage, and how was she to know?"
305,hp,"I don’t mind telling you, M. Poirot, that I’ve been interested in those cases myself—though perhaps I shouldn’t have thought about them if you hadn’t asked for them."
306,mm,"You, dear Joan, did not know her at all. I did not know her at all. Raymond gathered an impression of her from one afternoon’s conversation. Lou knew her for two days."
307,hp,I don’t understand. What does all this mean?
308,mm,"It’s very, very thrilling. I don’t quite understand now who drowned which. And how does this Mrs. Trout come into it?"
309,mm,"There was—er—something you wanted to see me about, I think,"
310,mm,"Sir Henry has put it all very clearly—very clearly indeed,"
311,hp,"to the final name on our list. Hildegarde Schmidt, lady’s maid."
312,sh,"If you know anything, you can surely say it
     without all this tomfoolery."
313,mm,Can we go somewhere where we can talk?
314,hp,You think that’s the wise thing to do—eh?
315,mm,what possible kind of proposition Mr. Rafiel might have wanted to put up to me. It seems most unlikely.
316,mm,You mean that both my watch and the clock were wrong?
317,mm,"You’re so fond of your joke, Sir Henry. The shrimps are only nonsense; but now I come to think of it, I do remember one incident—at least not exactly an incident, something very much more serious—a tragedy. And I was, in a way, mixed up in it; and for what I did, I have never had any regrets—no, no regrets at all. But it didn’t happen in St. Mary Mead."
318,hp,How did she know we were coming on this boat?
319,sh,"I stooped under the rude lintel, and there he sat upon a stone
     outside, his gray eyes dancing with amusement as they fell upon my
     astonished features. He was thin and worn, but clear and alert, his
     keen face bronzed by the sun and roughened by the wind. In his tweed
     suit and cloth cap he looked like any other tourist upon the moor,
     and he had contrived, with that cat-like love of personal cleanliness
     which was one of his characteristics, that his chin should be as
     smooth and his linen as perfect as if he were in Baker Street."
320,hp,"It was on a morning when we were sitting out here that we talked of suntanned bodies lying like meat upon a slab, and it was then that I reflected how little difference there was between one body and another. If one looked closely and appraisingly—yes—but to the casual glance? One moderately well-made young woman is very like another. Two brown legs, two brown arms, a little piece of bathing suit in between—just a body lying out in the sun. When a woman walks, when she speaks, laughs, turns her head, moves a hand—then, yes then, there is personality—individuality. But in the sun ritual—no.

“It was that day that we spoke of evil—evil under the sun as Mr. Lane put it. Mr. Lane is a very sensitive person—evil affects him—he perceives its presence—but though he is a good recording instrument, he did not really know exactly where the evil was. To him, evil was focused in the person of Arlena Marshall, and practically everyone present agreed with him.

“But to my mind, though evil was present, it was not centralized in Arlena Marshall at all. It was connected with her, yes—but in a totally different way. I saw her, first, last and all the time, as an eternal and predestined victim. Because she was beautiful, because she had glamour, because men turned their heads to look at her, it was assumed that she was the type of woman who wrecked lives and destroyed souls. But I saw her very differently. It was not she who fatally attracted men—it was men who fatally attracted her. She was the type of woman whom men care for easily and of whom they as easily tire. And everything that I was told or found out about her strengthened my conviction on this point. The first thing that was mentioned about her was how the man in whose divorce case she had been cited refused to marry her. It was then that Captain Marshall, one of those incurably chivalrous men, stepped in and asked her to marry him. To a shy retiring man of Captain Marshall’s type, a public ordeal of any kind would be the worst torture—hence his love and pity for his first wife who was publicly accused and tried for a murder she had not committed. He married her and found himself amply justified in his estimate of her character. After her death another beautiful woman, perhaps something of the same type (since Linda has red hair which she probably inherited from her mother), is held up to public ignominy. Again Marshall performs a rescue act. But this time he finds little to sustain his infatuation. Arlena is stupid, unworthy of his sympathy and protection, mindless. Nevertheless, I think he always had a fairly true vision of her. Long after he ceased to love her and was irked by her presence, he remained sorry for her. She was to him like a child who cannot get farther than a certain page in the book of life.

“I saw in Arlena Marshall with her passion for men, a predestined prey for an unscrupulous man of a certain type. In Patrick Redfern, with his good looks, his easy assurance, his undeniable charm for women, I recognized at once that type. The adventurer who makes his living, one way or another, out of women. Looking on from my place on the beach I was quite certain that Arlena was Patrick’s victim, not the other way about. And I associated that focus of evil with Patrick Redfern, not with Arlena Marshall.

“Arlena had recently come into a large sum of money, left her by an elderly admirer who had not had time to grow tired of her. She was the type of woman who is invariably defrauded of money by some man or other. Miss Brewster mentioned a young man who had been ‘ruined’ by Arlena, but a letter from him which was found in her room, though it expressed a wish (which cost nothing) to cover her with jewels, in actual fact acknowledged a cheque from her by means of which he hoped to escape prosecution. A clear case of a young waster sponging on her. I have no doubt that Patrick Redfern found it easy to induce her to hand him large sums from time to time ‘for investment.’ He probably dazzled her with stories of great opportunities—how he would make her fortune and his own. Unprotected women, living alone, are easy prey to that type of man—and he usually escapes scot free with the booty. If, however, there is a husband, or a brother, or a father about, things are apt to take an unpleasant turn for the swindler. Once Captain Marshall was to find out what had happened to his wife’s fortune, Patrick Redfern might expect short shrift.

“That did not worry him, however, because he contemplated quite calmly doing away with her when he judged it necessary—encouraged by having already got away with one murder—that of a young woman whom he had married in the name of Corrigan and whom he had persuaded to insure her life for a large sum.

“In his plans he was aided and abetted by the woman who down here passed as his wife and to whom he was genuinely attached. A young woman as unlike the type of his victims as could well be imagined—cool, calm, passionless, but steadfastly loyal to him and an actress of no mean ability. From the time of her arrival here Christine Redfern played a part, the part of the ‘poor little wife’—frail, helpless, intellectual rather than athletic. Think of the points she made one after another. Her tendency to blister in the sun and her consequent white skin, her giddiness at heights—stories of getting stuck on Milan Cathedral, etc. An emphasis on her frailty and delicacy—nearly every one spoke of her as a ‘little woman.’ She was actually as tall as Arlena Marshall, but with very small hands and feet. She spoke of herself as a former school-teacher, and thereby emphasized an impression of book learning and lack of athletic prowess. Actually, it is quite true that she had worked in a school, but the position she held there was that of games mistress, and she was an extremely active young woman who could climb like a cat and run like an athlete.

“The crime itself was perfectly planned and timed. It was, as I mentioned before, a very slick crime. The timing was a work of genius.

“First of all there were certain preliminary scenes—one played on the cliff ledge when they knew me to be occupying the next recess—a conventional jealous wife dialogue between her and her husband. Later she played the same part in a scene with me. At the time I remember a vague feeling of having read all this in a book. It did not seem real. Because, of course, it was not real. Then came the day of the crime. It was a fine day—an essential. Redfern’s first act was to slip out very early—by the balcony door which he unlocked from the inside (if found open it would only be thought someone had gone for an early bathe). Under his bathing wrap he concealed a green Chinese hat, the duplicate of the one Arlena was in the habit of wearing. He slipped across the island, down the ladder and stowed it away in an appointed place behind some rocks. Part I.

“On the previous evening he had arranged a rendezvous with Arlena. They were exercising a good deal of caution about meeting as Arlena was slightly afraid of her husband. She agreed to go round to Pixy Cove early. Nobody went there in the morning. Redfern was to join her there, taking a chance to slip away unobtrusively. If she heard anyone descending the ladder or a boat came in sight she was to slip inside the Pixy’s Cave, the secret of which he had told her, and wait there until the coast was clear. Part II.

“In the meantime Christine went to Linda’s room at a time when she judged Linda would have gone for her early morning dip. She would then alter Linda’s watch, putting it on twenty minutes. There was, of course, a risk that Linda might notice her watch was wrong, but it did not much matter if she did. Christine’s real alibi was the size of her hands which made it a physical impossibility for her to have committed the crime. Nevertheless, an additional alibi would be desirable. Then in Linda’s room she noticed the book on witchcraft and magic, open at a certain page. She read it, and when Linda came in and dropped a parcel of candles she realized what was in Linda’s mind. It opened up some new ideas to her. The original idea of the guilty pair had been to cast a reasonable amount of suspicion on Kenneth Marshall, hence the abstracted pipe, a fragment of which was to be planted on the Cove underneath the ladder.

“On Linda’s return Christine easily arranged an outing together to Gull Cove. She then returned to her own room, took out from a locked suitcase a bottle of artificial suntan, applied it carefully and threw the empty bottle out of the window where it narrowly escaped hitting Emily Brewster who was bathing. Part II successfully accomplished.

“Christine then dressed herself in a white bathing suit, and over it a pair of beach trousers and coat with long floppy sleeves which effectually concealed her newly-browned arms and legs.

“At 10:15 Arlena departed for her rendezvous, a minute or two later Patrick Redfern came down and registered surprise, annoyance etc. Christine’s task was easy enough. Keeping her own watch concealed she asked Linda at twenty-five past eleven what time it was. Linda looked at her watch and replied that it was a quarter to twelve. She then starts down to the sea and Christine packs up her sketching things. As soon as Linda’s back is turned Christine picks up the girl’s watch which she has necessarily discarded before going into the sea and alters it back to the correct time. Then she hurries up the cliff path, runs across the narrow neck of land to the top of the ladder, strips off her pyjamas and shoves them and her sketching box behind a rock and swarms rapidly down the ladder in her best gymnastic fashion.

“Arlena is on the beach below wondering why Patrick is so long in coming. She sees or hears someone on the ladder, takes a cautious observation, and to her annoyance sees that inconvenient person—the wife! She hurries along the beach and into the Pixy’s Cave.

“Christine takes the hat from its hiding place, a false red curl pinned underneath the brim at the back, and disposes herself in a sprawling attitude with the hat and curl shielding her face and neck. The timing is perfect. A minute or two later the boat containing Patrick and Emily Brewster comes round the point. Remember it is Patrick who bends down and examines the body, Patrick who is stunned—shocked—broken down by the death of his lady love! His witness has been carefully chosen. Miss Brewster has not got a good head, she will not attempt to go up the ladder. She will leave the Cove by boat, Patrick naturally being the one to remain with the body—‘in case the murderer may still be about.’ Miss Brewster rows off to fetch the police. Christine, as soon as the boat has disappeared, springs up, cuts the hat into pieces with the scissors Patrick has carefully brought, stuffs them into her bathing-suit and swarms up the ladder in double quick time, slips into her beach-pyjamas and runs back to the hotel. Just time to have a quick bath, washing off the brown suntan application, and into her tennis dress. One other thing she does. She burns the pieces of the green cardboard hat and the hair in Linda’s grate, adding a leaf of a calendar so that it may be associated with the cardboard. Not a Hat but a Calendar has been burnt. As she suspected, Linda has been experimenting in magic—the blob of wax and the pin shows that.

“Then, down to the tennis court, arriving the last, but showing no signs of flurry or haste.

“And, meanwhile, Patrick has gone to the cave. Arlena has seen nothing and heard very little—a boat—voices—she has prudently remained hidden. But now it is Patrick calling.

“‘All clear, darling,’ and she comes out, and his hands fasten round her neck—and that is the end of poor foolish beautiful Arlena Marshall…."
321,hp,"That, as I say, is Monsieur Allerton’s story, partially confirmed by your evidence. That is to say, there is evidence that he did visit Linnet Doyle’s cabin last night, but there is no evidence to show why he did so."
322,mm,"I may, of course, be imagining what occurred. My hearing is not as good as it was. But I distinctly think I heard a small boy call after me, ‘Yah, who’s a Crippen?’ It—it conveyed the impression to me that he was of the opinion that I had—had killed my dear wife."
323,mm,"What you mean is that you are asking what I thought about them themselves, their feelings about it."
324,hp,I feel as though I shall never escape from her.
325,mm,"Ah, you have remembered that. No, I did not think there was any definite atmosphere of evil. I was not told who my contact was there, but she made herself known to me."
326,hp,No stranger came to the house that day.
327,hp,It is difficult to say. You see it is turned off by the conductor every morning about ten o’clock.
328,hp,"My stomach, it is not happy on the sea."
329,sh,"There are some things that are painful as well as difficult to
     say, so I won't go deeper than is needful. I met my wife when I was
     gold-hunting in Brazil. Maria Pinto was the daughter of a government
     official at Manaos, and she was very beautiful. I was young and
     ardent in those days, but even now, as I look back with colder blood
     and a more critical eye, I can see that she was rare and wonderful in
     her beauty. It was a deep rich nature, too, passionate,
     whole-hearted, tropical, ill-balanced, very different from the
     American women whom I had known. Well, to make a long story short, I
     loved her and I married her. It was only when the romance had
     passed--and it lingered for years--that I realized that we had
     nothing--absolutely nothing--in common. My love faded. If hers had
     faded also it might have been easier. But you know the wonderful way
     of women! Do what I might, nothing could turn her from me. If I have
     been harsh to her, even brutal as some have said, it has been because
     I knew that if I could kill her love, or if it turned to hate, it
     would be easier for both of us. But nothing changed her. She adored
     me in those English woods as she had adored me twenty years ago on
     the banks of the Amazon. Do what I might, she was as devoted as ever."
330,hp,"Sometimes, you know, I do think that maybe we’re going a little too far nowadays. What with all our great discoveries and all the electrical waves there must be in the atmosphere, I do think it leads to a great deal of mental unrest, and I just feel that maybe the time has come for a new message to humanity. I don’t know, M. Poirot, if you’ve ever interested yourself in the prophecies from the Pyramids."
331,mm,"but I took the precaution of verifying that there was a Mrs. Greene and a Church Social. One can’t be too careful, you know."
332,sh,"But
     look here, mister, I don't care for folk poking about my place
     without my leave, so the sooner you pay your score and get out of
     this the better I shall be pleased."
333,mm,you wondered if that someone was one of our fellow travellers.
334,mm,that there must be a very large number.
335,sh,"To the man of precisely scientific mind the work of Monsieur
     Bertillon must always appeal strongly."
336,sh,"my suggestion is that we lock this
     door, leave things as we found them, go with this lady to her room,
     and form our opinion after we have heard what it is that she has to
     say to us."
337,hp,"Not exactly hanging about. Of course, there are a lot of people what you might call wandering about at this time of year. One often meets people strolling with an aimless look across the golf links or down the lanes to the sea. In the same way, practically everyone one sees this time of year is a stranger."
338,sh,"A man was striding up the path which led to the door. He was a tall,
     handsome, swarthy fellow, clad in a suit of grey flannel, with a
     Panama hat, a bristling black beard, and a great, aggressive hooked
     nose, and flourishing a cane as he walked. He swaggered up the path
     as if the place belonged to him, and we heard his loud, confident
     peal at the bell."
339,mm,"No, there was really only one thing that everyone did know about him."
340,hp,"You knew who he really was, of course?"
341,hp,"Yes, Mademoiselle. I believe it is the unforgivable offence—to kill."
342,sh,"When we returned to Mrs. Warren's rooms, the gloom of a London winter
     evening had thickened into one gray curtain, a dead monotone of
     colour, broken only by the sharp yellow squares of the windows and
     the blurred haloes of the gas-lamps. As we peered from the darkened
     sitting-room of the lodging-house, one more dim light glimmered high
     up through the obscurity."
343,sh,"Come, Watson, let us see what
     he does."
344,sh,"It
     is not of this world. Something has come into that room which has
     dashed the light of reason from their minds. What human contrivance
     could do that?"
345,sh,"I
     have examined the ground very carefully for a hundred yards in each
     direction."
346,mm,"Yes, it sounds rather silly, does it not, said like that? But I could see her that way, playing that part, that is to say. Very unfortunately, she had no husband. She had never had a husband, and therefore did not kill a husband. Then I considered my guide to the house. Lavinia Glynne. She seemed an extremely nice, wholesome and pleasant woman. But alas, certain people who have killed have produced much that effect on the world round them. They have been charming people. Many murderers have been delightful and pleasant men and people have been astonished. They are what I call the respectable killers. The ones who would commit murder from entirely utilitarian motives. Without emotion, but to gain a required end. I didn’t think it was very likely and I should be highly surprised if it was so, but I could not leave out Mrs. Glynne. She had had a husband. She was a widow and had been a widow for some years. It could be. I left it at that. And then I came to the third sister. Anthea. She was a disquieting personality. Badly coordinated, it seemed to me, scatterbrained, and in a condition of some emotion which I thought on the whole was fear. She was frightened of something. Intensely frightened of something. Well, that could fit in too. If she had committed a crime of some kind, a crime which she had thought was finished with and past, there might have been some recrudescence, some raising up of old problems, something perhaps connected with the Elizabeth Temple enquiries; she might have felt fear that an old crime would be revived or discovered. She had a curious way of looking at you, and then looking sharply from side to side over one shoulder as though she saw something standing behind her. Something that made her afraid. So she too was a possible answer. A possibly slightly mentally unhinged killer who could have killed because she considered herself persecuted. Because she was afraid. These were only ideas. They were only a rather more pronounced assessment of possibilities that I had already gone through on the coach. But the atmosphere of the house was on me more than ever. The next day I walked in the garden with Anthea. At the end of the principal grass path was a mound. A mound created by the falling down of a former greenhouse. Owing to a lack of repairs and of gardeners at the end of the war it had fallen into disuse, come to pieces, bricks had been piled up surmounted with earth and turf, and had been planted with a certain creeper. A creeper well known when you want to hide or cover some rather ugly pieces of building in your garden. Polygonum it is called. One of the quickest flowering shrubs which swallows and kills and dries up and gets rid of everything it grows over. It grows over everything. It is in a way a rather frightening plant. It has beautiful white flowers, it can look very lovely. It was not yet in bloom but it was going to be. I stood there with Anthea, and she seemed to be desperately unhappy over the loss of the greenhouse. She said it had had such lovely grapes, it seemed to be the thing she remembered most about the garden when she had been a child there. And she wanted, she wanted desperately to have enough money so as to dig up the mound, level the ground and rebuild the greenhouse and stock it with muscat grapes and peaches as the old greenhouse had been. It was a terrible nostalgia for the past she was feeling. It was more than that. Again, very clearly, I felt an atmosphere of fear. Something about the mound made her frightened. I couldn’t then think what it was. You know the next thing that happened. It was Elizabeth Temple’s death and there was no doubt from the story told by Emlyn Price and Joanna Crawford that there could be only one conclusion. It was not accident. It was deliberate murder.

“I think it was from then on,"
347,sh,No one could have known. We only decided after I met Dr. Mortimer.
348,mm,"It’s different for you and your sisters who’ve lived here and who knew the dead girl. She was, I gather, as Archdeacon Brabazon was saying—a very charming and beautiful girl."
349,mm,"I was sure enough, and another incident in crossing the street not long afterwards made me surer still. Now I ask you, what could I do, Sir Henry? Here was a nice contented happy little married woman shortly going to be murdered."
350,mm,"I don’t suppose there can be any agony so great as what Clotilde has suffered all this time—ten years now—living in eternal sorrow. Living, you see, with the thing she had to live with. She had kept Verity, kept her there at The Old Manor House, in the garden, kept her there for ever. She didn’t realize at first what that meant. Her passionate longing for the girl to be alive again. I don’t think she ever suffered from remorse. I don’t think she had even that consolation. She just suffered—went on suffering year after year. And I know now what Elizabeth Temple meant. Better perhaps than she herself did. Love is a very terrible thing. It is alive to evil, it can be one of the most evil things there can be. And she had to live with that day after day, year after year. I think, you know, that Anthea was frightened of that. I think she knew more clearly the whole time what Clotilde had done and she thought that Clotilde knew that she knew. And she was afraid of what Clotilde might do. Clotilde gave that parcel to Anthea to post, the one with the pullover. She said things to me about Anthea, that she was mentally disturbed, that if she suffered from persecution or jealousy Anthea might do anything. I think—yes—that in the not so distant future—something might have happened to Anthea—an arranged suicide because of a guilty conscience—"
351,hp,"Yes, indeed. I cannot think of any detail that has escaped me."
352,mm,"Mr. Rafiel would have liked me to have fun,"
353,sh,Who knew that you were going to the Northumberland Hotel?
354,hp,Be quiet. I am telling you what I thought at the time. Let us remain impersonal.
355,sh,"You forget that we know nothing of all this,"
356,sh,"You can thank Dr. Watson's
     observation for that, though he failed to draw the inference. It set
     my foot upon the trail. Why should this man at such a time be filling
     his house with strong odours? Obviously, to cover some other smell
     which he wished to conceal--some guilty smell which would suggest
     suspicions. Then came the idea of a room such as you see here with
     iron door and shutter--a hermetically sealed room. Put those two
     facts together, and whither do they lead? I could only determine that
     by examining the house myself. I was already certain that the case
     was serious, for I had examined the box-office chart at the Haymarket
     Theatre--another of Dr. Watson's bull's-eyes--and ascertained that
     neither B thirty nor thirty-two of the upper circle had been occupied
     that night. Therefore, Amberley had not been to the theatre, and his
     alibi fell to the ground. He made a bad slip when he allowed my
     astute friend to notice the number of the seat taken for his wife.
     The question now arose how I might be able to examine the house. I
     sent an agent to the most impossible village I could think of, and
     summoned my man to it at such an hour that he could not possibly get
     back. To prevent any miscarriage, Dr. Watson accompanied him. The
     good vicar's name I took, of course, out of my Crockford. Do I make
     it all clear to you?"
357,sh,"I
     only know that he drove away with the gentleman in a carriage."
358,hp,What did I tell you? I have learned to be very acute—to read the face. It is necessary. Only in America do they teach you the proper way to sell.
359,hp,"that seems straightforward enough—except for one thing. If the man who entered was a stranger, why did not Mrs. Leidner cry out at once for help? If she had screamed she would have been heard. Nurse Leatheran here would have heard her, and Emmott and the boy."
360,sh,"I have
     already heard of your meeting with Mrs. Barclay, and your mutual
     recognition.  You then, as I understand, followed her home and saw
     through the window an altercation between her husband and her, in
     which she doubtless cast his conduct to you in his teeth.  Your own
     feelings overcame you, and you ran across the lawn and broke in upon
     them."
361,hp,"It is necessary to go into everything, monsieur,"
362,hp,"There is no such thing as a really calm sea. Always, always, there is motion."
363,sh,"I think it may be quite possible to keep
     the matter to ourselves, and also to prevent its recurrence now that
     we have a free hand. The key from the watch-chain, Mr. Bennett.
     Macphail will guard the patient and let us know if there is any
     change. Let us see what we can find in the professor's mysterious
     box."
364,sh,"My professional charges are upon a fixed scale,"
365,sh,"I could see that you were commiserating with me over my weakness,"
366,mm,"I should like to return to London. I have work there waiting to be done. Unless, that is, I can be helpful to you here?"
367,hp,"You think that this girl, Jacqueline de Bellefort, is incapable of a premeditated cold-blooded murder?"
368,mm,"A girl I knew died of ptomaine poisoning,"
369,sh,"I will now cut one of these pills in two,"
370,hp,She saw someone enter and leave Linnet Doyle’s cabin on that fatal night.
371,hp,"Hardly that—hardly that. If a person tells you lies with her lips she is sometimes telling you truth with her eyes. What is she afraid of, little Madame Mercado? I saw fear in her eyes. Yes—decidedly she is afraid of something. It is very interesting."
372,hp,But it was an odd moment to choose?
373,hp,"Your hand was still on the handle as it is
now."
374,mm,"Life is, after all, very much the same everywhere,"
375,hp,"You are in error, my friend. You do not understand my meaning. A robbery would be a relief since it would dispossess my mind of the fear of something else."
376,mm,Not so long as that. Twenty years maybe. Belonged to old Colonel Bradbury-Scott. The Old Manor House did. Close on seventy he was when he died.
377,sh,"You can file it in our archives, Watson. Some day the true
     story may be told."
378,sh,"said he.

     It was short and concise:

     The old man is dead."
379,mm,"I’ve discovered the answers to a lot of things,"
380,sh,"It was not the wife; it was the children,"
381,sh,"He seemed to me like a man who was literally bowed down by care. His
     back was curved as though he carried a heavy burden. Yet he was not
     the weakling that I had at first imagined, for his shoulders and
     chest have the framework of a giant, though his figure tapers away
     into a pair of spindled legs."
382,mm,"Yes, I call that very interesting. After all, your friend—I mean your Governor—was a man of experience, a man who loved justice. He was a man whom you’d be willing to listen to. Presumably then, you did listen to him."
383,hp,"Do not play the farce
of the honest, injured man. You know all there is to know about the
blackmail, is it not so?"
384,mm,"There seem to be a lot of Princes and Broads buried here,"
385,mm,"She talks of going to live abroad again. At Taormina, I think. She was there with her husband a lot and they were very happy. She’s been at home with us now for many years, but she seems to have this longing to get away and to travel. Sometimes I think—sometimes I think she doesn’t like being in the same house as Anthea."
386,sh,"The case is
     not entirely devoid of interest. Had anyone visited you in your room
     after the papers came to you?"
387,sh,"There is another very important
     point which I wish to discuss with you,"
388,mm,"That and the warning in it. What would he do, getting a letter from someone he didn’t know, full of names he didn’t know. Why, of course, toss it over to his secretary."
389,hp,"From Inspector Glen? What can I do for you, Mr. Poirot?"
390,mm,"There are, of course, all kinds of possible explanations,"
391,sh,"It is a bad thing
     to speak of, but I will answer you the truth."
392,mm,"Oh, but surely, dear, dear Vicar, you don’t think that he is guilty?"
393,sh,"But why in the world would anyone want to burn the bones of a man
     who has been dead a thousand years?"
394,hp,"I’ll tell you anything, sir, anything you want to know. It’s true that
I tried to listen that night. A word or two I heard made me curious.
And Mr. Ackroyd’s wanting not to be disturbed, and shutting himself up
with the doctor the way he did. It’s God’s own truth what I told the
police. I heard the word blackmail, sir, and well——"
395,mm,Why are you staying here? Nervous exhaustion or something else?
396,mm,"Actually the next thing was my arrival at The Old Manor House. The kindness of my reception and taking up my stay there under their hospitable roof. That again had been arranged by Mr. Rafiel. So I knew that I must go there, but not for what reason I was to go there. It might be merely a place where more information would come to me to lead me onwards in my quest. I am sorry,"
397,sh,I've come over this little matter of Colonel Barclay's death.
398,sh,"The faculty of deduction is certainly contagious, Watson,"
399,hp,"I think he must be just plain crazy,"
400,sh,"He put his two forefingers between his teeth and whistled shrilly--a
     signal which was answered by a similar whistle from the distance,
     followed shortly by the rattle of wheels and the clink of horses'
     hoofs."
401,hp,You killed her after Miss Brewster had gone off in the boat to fetch the police. Arlena Marshall was not dead when you got to the beach. She was waiting hidden in the cave until the coast could be clear.
402,hp,"If you confront anyone who has lied with the truth, they usually admit it—often out of sheer surprise. It is only necessary to guess right to produce your effect.

“That is the only way to conduct this case. I select each passenger in turn, consider their evidence and say to myself, ‘If so and so is lying, on what point are they lying and what is the reason for the lie?’ And I answer if they are lying—if, you mark—it could only be for such a reason and on such a point. We have done that once very successfully with Countess Andrenyi. We shall now proceed to try the same method on several other persons."
403,sh,"because you once enabled
     my employer, Mrs. Cecil Forrester, to unravel a little domestic
     complication. She was much impressed by your kindness and skill."
