no.,character,quote
334,holmes,"Mr. There is a seal of red wax stamped with a crouching lion. It is
     addressed in large, bold handwriting to--"
335,holmes,"I should like to know how
     many fellows in my shoes would have refused a share of this loot when
     they knew that they would have their throats cut for their pains. Besides, it was my life or his when once he was in the fort. If he
     had got out, the whole business would come to light, and I should
     have been court-martialled and shot as likely as not; for people were
     not very lenient at a time like that."
336,holmes,"We shall, I fancy, have a
     good deal to discuss."
337,holmes,"Why, I dont see that
     we have any clue at all."
338,holmes,"From their
     lightness and transparency, I should imagine that they are soluble in
     water,"
339,holmes,"I think, Watson,
     that I shall resume that course of tobacco-poisoning which you have
     so often and so justly condemned,"
340,holmes,"this is too much. You would certainly have
     been burned, had you lived a few centuries ago. It is true that I had
     a country walk on Thursday and came home in a dreadful mess, but as I
     have changed my clothes I cant imagine how you deduce it. As to Mary
     Jane, she is incorrigible, and my wife has given her notice, but
     there, again, I fail to see how you work it out."
341,holmes,"our ways lie elsewhere. Our next station
     must be the office from which the papers were taken."
342,holmes,"We had not long to wait, for our Norfolk squire came straight from
     the station as fast as a hansom could bring him. He was looking
     worried and depressed, with tired eyes and a lined forehead."
343,holmes,"Yes, sir. I married, and so left the hospital, and with it all hopes
     of a consulting practice. It was necessary to make a home of my own."
344,holmes,"I think that you might offer me a cigar too,"
345,holmes,"Young Overtons face assumed the bothered look of the man who is more
     accustomed to using his muscles than his wits; but by degrees, with
     many repetitions and obscurities which I may omit from his narrative,
     he laid his strange story before us."
346,holmes,"So many have said so, and yet here I am,"
347,holmes,"he said, and not another word would he utter that
     night. On the table in front of them were piled a number of
     letters and telegrams, which they were carefully sorting and
     docketing. Three had been placed on one side."
348,holmes,"Your cipher was not difficult, madam. Your presence here was
     desirable. I knew that I had only to flash Vieni and you would
     surely come."
349,holmes,"Well, I want to see the man who lives here, whatever he may call
     himself,"
350,holmes,"That McCarthy senior met his death from McCarthy junior and that all
     theories to the contrary are the merest moonshine."
351,holmes,"He wrung his hands in an agony of
     apprehension, and swayed backwards and forwards in his chair. I looked with interest upon this man, who was accused of being the
     perpetrator of a crime of violence. He was flaxen-haired and handsome
     in a washed-out negative fashion, with frightened blue eyes and a
     clean-shaven face, with a weak, sensitive mouth. His age may have
     been about twenty-seven; his dress and bearing that of a gentleman. From the pocket of his light summer overcoat protruded the bundle of
     endorsed papers which proclaimed his profession."
352,holmes,"I can only repeat that I am sorry that we have made a needless
     intrusion."
353,holmes,"And youll probably find that your creditors will impound the
     banking account of Mr. Cornelius,"
354,holmes,"Well, now, Miss Winter, if you would call
     here to-morrow evening at five, I would consider in the meanwhile
     whether your suggestion of seeing this lady personally may not be
     arranged. I am exceedingly obliged to you for your cooperation. I
     need not say that my clients will consider liberally--"
355,holmes,"I have no doubt
     that you have been annoyed more than enough already over this
     business."
356,holmes,"I was about to say, as he is unknown to the public."
357,holmes,"He has been interesting
     himself also in your business, Mr. Josiah Amberley, though we have
     been working independently. But we both have the same question to ask
     you!"
358,holmes,"because it serves to show very clearly how
     simple the explanation may be of an affair which at first sight seems
     to be almost inexplicable. Nothing could be more natural than the
     sequence of events as narrated by this lady, and nothing stranger
     than the result when viewed, for instance, by Mr. Lestrade of
     Scotland Yard."
359,holmes,"The man who entered was a sturdy, middle-sized fellow, some thirty
     years of age, clean-shaven, and sallow-skinned, with a bland,
     insinuating manner, and a pair of wonderfully sharp and penetrating
     grey eyes. He shot a questioning glance at each of us, placed his
     shiny top-hat upon the sideboard, and with a slight bow sidled down
     into the nearest chair."
360,marple,"its extraordinary, I never thought about it before. I believe, you know, I could be ruthless…."
361,marple,"Yes. Yes, Anthea would like to have a big well kept herbaceous border again. Really not feasible now. It is as much as one can do to get local people who will come and mow the lawns every fortnight. Every year one seems to employ a different firm. And Anthea would like pampas grass planted again. And the Mrs. Simpkin pinks. White, you know. All along the stone edge border. And a fig tree that grew just outside the greenhouse. She remembers all these and talks about them."
362,marple,I know it. Many is the time I have played with it as a child.
363,marple,"Well, its a lovely day, it is. Theyll have it nice for going to the Bonaventure Rocks. Its just as well youre not doing it. Its cruel hard on the legs, it is."
364,marple,why Verity broke off her engagement to marry Mr. Rafiels son.
365,marple,"I think dear Lettice thought so, too. Shes really a very sharp girl. Not always very scrupulous, Im afraid. So Anne Protheroe says she killed her husband. Well, well. I dont think its true. No, Im almost sure it isnt true. Not with a woman like Anne Protheroe. Although one never can be quite sure about anyone, can one? At least thats what Ive found. When does she say she shot him?"
366,marple,"Oh, much better, my dear. In these days men age so much quicker than women. I know it used not to be said so, but actually its true. I mean, they get more things the matter with them. I think, perhaps, they worry and work too much. And then they get high blood pressure or low blood pressure or sometimes a little heart trouble. Theyre rather prone to gastric ulcers, too. I dont think we worry so much, you know. I think were a tougher sex."
367,marple,"I mean, somebody always does. I think that is where Mr. Redding may find out something."
368,marple,May I ask you a question? I hope it is not too intimate a question.
369,marple,"how tragic. The sort of thing thats not easily forgotten, is it."
370,marple,Its difficult to know what to think. I cant see any reason for Lawrence behaving like a perfect idiot.
371,marple,"You mean Sir Ambrose poisoned his ward, the charming girl whom he loved?"
372,marple,Do you mean a second body connected with the particular crime that we have been considering? A crime that took place ten years ago?
373,marple,"The one who went on the stage and had such good legs that they made her principal boy in the pantomime. Everyone said shed come to no good, but she married a commercial traveller and settled down splendidly."
374,marple,"You know one doesnt stop at one murder. I have noticed that in the course of my life and in what I have observed of crime. You killed two girls, didnt you? You killed the girl you loved and you killed a different girl."
375,marple,It will seem such a waste of a life. Although she had retired from her Headmistresship she still exercised a lot of power. This accident—
376,marple,"I have done something extremely stupid. Of late years I make so many mistakes. This was a parcel addressed to a charity. I send them clothes—pullovers and childrens woollies, and I did it up and addressed it and it was sent off—and only this morning it came to me suddenly that Id made a mistake and written the wrong address. I dont suppose any list is kept of the address of parcels—but I thought someone might have just happened to remember it. The address I meant to put was The Dockyard and Thames Side Welfare Association."
377,marple,"Where Miss Temple was Headmistress, is that it? I have heard of Fallowfield often, of course. Its a very fine school, isnt it?"
378,marple,You will remember my saying this morning that that struck me as exceedingly peculiar.
379,marple,"I suppose you have been told what happened that night,"
380,marple,"We dont get much in the creepy line—and still less in the criminal line—in St. Mary Mead, you know, Miss Helier,"
381,marple,"But I do not see what you want me to do in the matter, or why you have come to me."
382,marple,"thats just what these old gentlemen who are fond of their jokes never realize. Uncle Henry, I remember, sent a favourite niece a five-pound note for a Christmas present. He put it in a Christmas card, gummed the card together, and wrote on it, Love and best wishes. Afraid this is all I can manage this year."
383,marple,"Ill pull that curtain slightly, shall I? You may feel the sun a little too much in your eyes."
384,marple,"is where my story ends. I cannot go on because I do not know what happened. I only know that I agreed to do as they asked, that I made the necessary arrangements; we settled a day, an hour, a time, a place. I think perhaps that I was to blame for agreeing to the secrecy."
385,marple,"it is much easier for me sitting here quietly than it was for you—and being an artist you are so susceptible to atmosphere, arent you? Sitting here with ones knitting, one just sees the facts. Bloodstains dropped on the pavement from the bathing dress hanging above, and being a red bathing dress, of course, the criminals themselves did not realize it was bloodstained. Poor thing, poor young thing!"
386,marple,I had rather an unusual letter from a firm of solicitors.
387,marple,though I am not at all cognizant of financial matters myself.
388,marple,"You are quite right, my dear. Yes, I cannot help still believing in two lovers who wished to get married, who were ready to take each other on for better, for worse, for richer or poorer, in sickness and in health. She loved him and she would have taken him for better or for worse. As far as she had gone, she took him for worse. It brought about her death."
389,marple,I feel really I ought to stay here and keep an eye on you.
390,marple,"I am afraid I have counted wrong. Two purl, three plain, slip one, two purl—yes, thats right. What did you say, dear?"
391,marple,I dont know if you have any idea—whether youve been given any idea at some time by Mr. Rafiel—as to what this proposition is that I have been instructed to put up to you?
392,marple,"And during that time I expect she travelled, keeping away from anyone who might know her. Thats what I meant by saying that one lady of a certain age looks so like another. I dont suppose the different photograph on her passport was ever noticed—you know what passports are. And then in March, she went down to this Cornish place and began to act queerly and draw attention to herself so that when people found her clothes on the beach and read her last letter they shouldnt think of the commonsense conclusion."
393,marple,"I knew it. Miss Temple and I were talking about her. Miss Temple told me something that I did not know. She said she had been engaged to be married to the son of a Mr. Rafiel. Mr. Rafiel is, or again I must say was, a friend of mine. Mr. Rafiel has paid the expenses of this tour out of his kindness. I think, though, that possibly he wanted—indeed, intended—me to meet Miss Temple on this tour. I think he thought she could give me certain information."
394,marple,"A really clever swindle of a criminal kind might have interested him, nothing else—"
395,marple,"Except Mr. Lorimer, I suppose, my dear. He wasnt staying in the house, was he?"
396,marple,"I shall know then what the plans are and what to do about things, and perhaps I could be of help in some way. One never knows. So thank you again very much. It will not be difficult, I expect, to get a room at the Golden Boar."
397,marple,Malignant evil is like cancer—a malignant tumour. It brings suffering.
398,marple,That is why she was coming to me. She wanted to know certain facts.
399,marple,"That was a piece of his work. He couldnt afford to have the police on the spot too soon. When they did come, they spent some time in the managers office before going up to the bedroom. That was the weakest point—the chance that someone might notice the difference between a body that had been dead two hours and one that had been dead just over half an hour; but he counted on the fact that the people who first discovered the crime would have no expert knowledge."
400,marple,"My name is Mrs. Glynne. Lavinia Glynne. I and my two sisters live near here and—well, we heard you were coming, you see—"
401,marple,"Yes. I had no idea then of his existence. But from then on I felt that the chief characters—the chief actors—in the drama, whichever way you like to put it, were not on the tour. They were not members of the coach party. I hesitated just for a short time, hesitated over some particular persons. I hesitated, considering Joanna Crawford and Emlyn Price."
402,marple,I am talking at much too great a length. I really must not inflict on you all that I thought and….
403,marple,"I must be getting back. I am very glad to have had this little chat—though we havent got very far, have we?"
404,marple,… although of course I expect it would be nicer for you to be with the others and to—
405,marple,Oh! I assure you I do all I can to make her comfortable. I dont know what I should do if she left.
406,marple,"it is very difficult to get partridges nowadays, and theyre very expensive. I should enjoy a partridge—a whole partridge—to myself, very much. A box of marrons glacés is an expensive taste which I cannot often gratify. Possibly a visit to the opera. It means a car to take one to Covent Garden and back, and the expense of a night in a hotel. But I must not indulge in idle chat,"
407,marple,"I dont expect shell leave until shes ready to leave,"
408,marple,"No. It was a complete surprise when she came out of that suddenly. I suppose,"
409,marple,"I realized quite soon that he was a—well, a very remarkable character altogether."
410,marple,"not—not—I cant remember his name but I do remember hearing that there was a son—and, that he hadnt been very satisfactory."
411,marple,"the window of the fishmongers shop. There was only one thing in it, a fresh haddock."
412,marple,"I have been to Hastings—I have been to Eastbourne, too."
413,marple,"My dear lady, many years ago I read of a certain Chinese philosopher who, when his dearly loved wife was taken from him, continued calmly to beat a gong in the street—a customary Chinese pastime, I presume—exactly as usual. The people of the city were much impressed by his fortitude."
414,marple,"I thought Id come along myself and—well, break it to you about the accident. I expect Miss Bradbury-Scott has told you. Its Miss Temple. You know. The school dame. I dont know quite what she was doing or what happened, but some stones, or rather boulders, rolled down from above. Its rather a precipitous slope and it knocked her out and they had to take her off to hospital with concussion last night. I gather shes rather bad. Anyway, the tour for today is cancelled and we are stopping on here tonight."
415,marple,Not so long as that. Twenty years maybe. Belonged to old Colonel Bradbury-Scott. The Old Manor House did. Close on seventy he was when he died.
416,marple,"I thought this might have been something to do with her or something she knew about,"
417,marple,"I thought perhaps you might have known about her because you knew Mr. Rafiel, didnt you? Well, I mean, he wrote to us about you so you must have known him. And I thought perhaps—well, hed mentioned the whole thing to you."
418,marple,"He had a very young housekeeper—young enough to be not only his daughter, but his granddaughter. Not a word to anyone, and his family, a lot of nephews and nieces, full of expectations. And when he died, would you believe it, hed been secretly married to her for two years? Of course Mr. Badger was a chemist, and a very rude, common old man as well, and Sir Ambrose Bercy was a very courtly gentleman, so Mrs. Bantry says, but for all that human nature is much the same everywhere."
419,marple,"Oh, my dear lady, do I have to tell you that?"
420,marple,"is poor Mr. Pritchard and that nice girl, Miss Instow. Probably both suspecting each other and keeping apart—and life so very short."
421,marple,"Ah yes, thereve always been Princes here. Used to own quite a bit of land once. There have been Broads a good many years, too."
422,marple,"Do you think its all right to do that at your age? These things can be very tiring, you know. You have to walk miles sometimes."
423,marple,I believe I could be ruthless if there was due cause.
424,marple,And wholl stop me from putting an end to you?
425,marple,"He did come here, but I was at a meeting at the Womens Institute."
426,marple,"I only heard—and that was yesterday—that Mr. Rafiel had a delinquent, or unsatisfactory, if we like to put it mildly, son. A son with a criminal record. I know very little about him. Was he Mr. Rafiels only son?"
427,marple,"of writing a name—the name—on a piece of paper and giving it to you. Then if, on investigation, you decided that the—the person—is not involved in any way—well, I shall have been quite wrong."
428,marple,Hes done his best to bully the butler—but apparently the butler wasnt curious enough to listen at the door. So there it is—no one knows.
429,marple,"Oh yes, I ought to have explained perhaps better in the letter we sent you. Mr. Rafiel has paid all expenses."
430,marple,"Dear me, past twelve oclock. I hope Raymond has gone to bed and not waited up."
431,marple,"Ah. I remember. He went out there, I believe, for his health. It did him some good, perhaps, but he was already a very ill man, badly crippled, as you know."
432,marple,"And Dr. Lloyd was so right in what he said. Between them they seem to have made things so very clear. Only I dont think Dr. Lloyd quite realized one aspect of what he said. You see, not being Sir Ambroses medical adviser, he couldnt know just what kind of heart trouble Sir Ambrose had, could he?"
433,marple,"Your maid, Mary, had already told him that you wouldnt be in till half past six at the earliest, and he appeared to be quite willing to wait until then. And yet at twenty past six he sits down and says he cant wait any longer."
434,marple,"No. Only a feeling of assurance that her pilgrimage was put an end to by malign design. Someone wanted to stop her going wherever she was going, or stop her going to whomever she was going to. One can only hope that chance or Providence may throw light on that."
435,marple,"If one has no domestic worries, it takes such a load off ones mind, doesnt it? How is your little Edna shaping?"
436,marple,"Blue turns red with acids, and red turns blue with alkalis. So easy to paste some red litmus over a red flower—near the bed, of course. And then, when the poor lady used her smelling salts, the strong ammonia fumes would turn it blue. Really most ingenious. Of course, the geranium wasnt blue when they first broke into the room—nobody noticed it till afterwards. When nurse changed the bottles, she held the Sal Ammoniac against the wallpaper for a minute, I expect."
437,marple,"That, I am sure, was the reason she was coming to you."
438,marple,"I really feel I owe a great deal to Mary, I am so thankful I had the resolution to get rid of that other girl. Mary is really invaluable. Cooks nicely and waits beautifully and keeps our little flat scrupulously clean—mattresses turned over every day. And she is really wonderful with Emily!"
439,marple,"You are so unworldly. Im afraid that observing human nature for as long as I have done, one gets not to expect very much from it. I dare say the idle tittle-tattle is very wrong and unkind, but it is so often true, isnt it?"
440,marple,"that it would be Zobeidas theatrical costumes. Would you like a chisel, Inspector?"
441,marple,"As I live, going into the wood with a suitcase."
442,marple,"Its a nice day, it is. I see youve got your curtains drawn back already. Youve slept well then?"
443,marple,"that if its the same person, that shed be very suitable for my friend."
444,marple,"Mr. Rafiel, I suppose, was an old friend of yours?"
445,marple,"Naturally. Theres always a reason, isnt there? And young men are so hot-headed and often prone to believe the worst."
446,marple,Was she going to—er—sleep in the barrow by any chance?
447,marple,"She talks of going to live abroad again. At Taormina, I think. She was there with her husband a lot and they were very happy. Shes been at home with us now for many years, but she seems to have this longing to get away and to travel. Sometimes I think—sometimes I think she doesnt like being in the same house as Anthea."
448,marple,"Such a to-do, is it not? And Mr. Dennis thinks he knows who committed the crime. Well, I suppose we all think we know."
449,marple,"Well, I dont know that it affected her appearance at all,"
450,marple,I understand—I think you are right. I wish you good luck in the life you are now going to begin.
451,marple,"I would only say that certain people remind me of certain other people that I have known, and that therefore I can presuppose a certain likeness between the way they would act. If you think I know all about what I am supposed to be doing here, you are wrong."
452,marple,
453,marple,that those two women were private agents accompanying you for your protection?
454,marple,"If you ask me, I say blackmail. Seems funny, when you think of what Colonel Protheroe was always supposed to be. But there, you never can tell. He wouldnt be the first churchwarden whod led a double life."
455,marple,"My dear, these things are very common—very common indeed. And gentlemen are especially tempted, being so much the stronger. So easy if a thing looks like an accident. As I say, I knew at once with the Sanders. It was on a tram. It was full inside and I had had to go on top. We all three got up to get off and Mr. Sanders lost his balance and fell right against his wife, sending her headfirst down the stairs. Fortunately the conductor was a very strong young man and caught her."
456,marple,"Not really very easy, but I hope that I can manage it."
457,marple,
458,marple,that is explained now. It was written at six thirty five and another hand—the murderers—put the misleading 6:20 at the top. I think that is clearly established.
459,marple,I want to find out something more about a girl called Nora Broad.
460,marple,"fancies himself as an amateur detective. He is very excited about a footprint he found in one of the flower beds, and I fancy has gone off to tell the police about it."
461,marple,"I agree with Clotilde that those two dont seem real, if you know what I mean,"
462,marple,A girl called Nora Broad. She disappeared from here and shes never been heard anymore of. I think her body might be in a particular place.
463,marple,Do you really think she wants to marry that baldheaded dull man?
464,marple,Was she a girl who did well at school and all that?
465,marple,"It seems to me that—well, the only people that could be … Oh dear, this is so difficult to say. But I mean there are two people who just spring into ones mind as possibilities logically. I mean, I dont think that its really so at all because Im sure theyre both very nice people, but I mean theres nobody else really logically who could be suspected, should I say."
466,marple,Just the thing for you. The kind of puzzle that is right up your street.
467,marple,My theory falls to the ground. This is probably a very ordinary murder—a revengeful poacher or something of that sort.
468,marple,I do not think so at present. I expect you have various enquiries of your own that you wish to put in hand.
469,marple,"Well, I suppose if those two said so, they must have seen it."
470,marple,"Very interesting. Very providential—if I may use the term. Yes, it brought you here in the nick of time."
471,marple,What are you thinking out?
472,marple,because he would have said that I ought to have given it to the Eccleses. But I thought Id rather bring it to you instead.
473,marple,"I shall enjoy the gardens most, though, but the houses—they will be a new experience for me. Their variety and their history, and the beautiful old furniture and the pictures."
474,marple,May I ask you a question? Are fingerprints of no use to you?
475,marple,"Its like this, you see. As Uncle Mathew grew older, he got more and more suspicious. He didnt trust anybody."
476,marple,"hes gaga. I mean, he was gaga before he died."
477,marple,"You put it very clearly but you have not given me any information about yourself yet on which to judge. You were a friend, I presume, of the late Mr. Rafiel?"
478,marple,I think her end shows her to have been a very clever and resourceful woman.
479,marple,"or rather of someone I once knew. Order Inch for me, will you? To come here about half past eleven."
480,marple,Theyre only fake old. I bet anything old Uncle Mat faked them himself—
481,marple,"We have a police official there also, ready to take down anything. The Doctor thinks it advisable that he also should not be noticed by Miss Temple. One person alone, and that possibly a person she expects to see, will not alarm her or make her lose knowledge of what she wants to say to you. I hope this will not be too difficult a thing to ask you?"
482,marple,"Very like Colonel Protheroe, but I dont know about it being absurd,"
483,marple,"In a terrible way it seems quite a natural thing to happen, doesnt it, though of course there are accidents sometimes by pushing things about, you know. Just pushing, making stones rock. That sort of thing."
484,marple,"You look a bit rattled like, if you know what I mean."
485,marple,"You compare yourself to a denizen of a stagnant pond, Aunt Jane?"
486,marple,when you said that if you were a certain person you would not have trusted to fright?
487,marple,"Well, I must explain how that comes about. Im quite aware that I am a complete stranger to you. As a matter of fact I made a short visit to the hospital at Carristown, talking to the matron before going on to the church here. It was she who told me that before she died Elizabeth had asked to see a fellow member of the tour."
488,marple,Theres no reason really why one should not enjoy the local sights when one can.
489,marple,"Well, we couldnt do much less, having had Mr. Rafiels letter. He was a very thoughtful man."
490,marple,"for—well, for testing. Not a very pleasant subject. We wont dwell on it. I have done a little nursing myself."
491,marple,"I thought you would like to hear about it, though at the moment it doesnt seem to make sense. I felt very wakeful last night—wondering about all this sad business. And I got up and looked out of my window. And what do you think I saw?"
492,marple,you wondered if that someone was one of our fellow travellers.
493,marple,"And yet, even now sometimes, I hope and feel that it was some other young man who killed her. Someone who was definitely mentally deranged, though no one had any idea of it. Some stranger, perhaps, whom she had met in the neighborhood. Someone who she had met by chance, who had given her a lift in a car, and then—"
494,marple,Does the word Nemesis
495,marple,Protheroe and Mr. Redding had as they passed along the lane?
496,marple,I can swear to that. Shed no such thing with her.
497,marple,"I expect you saw the notice of Mr. Rafiels death,"
498,marple,"Everybody is very much alike, really. But fortunately, perhaps, they dont realize it."
499,marple,Or do you think there is something in that story that Mrs. Riseley-Porters niece told? About seeing someone pushing a boulder.
500,marple,"One so often looks at a thing the wrong way round,"
501,marple,"Its different for you and your sisters whove lived here and who knew the dead girl. She was, I gather, as Archdeacon Brabazon was saying—a very charming and beautiful girl."
502,marple,"Oh dear, I am sorry. I talked to her a good deal. I sat in the next seat to her on the coach. She is, I believe, a retired schoolmistress, a very well known one."
503,marple,"I would suggest—this is just a mere suggestion—that the warning should come from somebody who is known to have rather unusual views on these matters. Dr. Haydocks conversation would lead anyone to suppose that he might view such a thing as murder from an unusual angle. If he were to hint that somebody—Mrs. Sadler—or one of her children—had actually happened to see the transposing of the cachets—well, of course, if Mr. Redding is an innocent man, that statement will mean nothing to him, but if he isnt—"
504,marple,"It is, as you have pointed out, quite a substantial sum of money."
505,marple,"but the wife went along and saw it last week. Quite well done, she said it was."
506,marple,"I always find one thing very like another in this world,"
507,marple,"but you do know that I am entirely in the dark still. You and Miss Lemprière seem to know what you are talking about, but we men are still in utter darkness."
508,marple,"Oh, I dont know. She might have gone peculiar or something."
509,marple,"I think so. Shes the same person who visited me—I wont say visited me exactly, but she was outside my garden fence in St. Mary Mead, the village where I live. She expressed pleasure at my garden and talked about gardening with me. Told me she was living in the village and working in somebodys garden, whod moved into a new house there. I rather think,"
510,marple,"Of a possibility? Well, I think I know or guess what you are suggesting. You are suggesting that Miss Temple knew something, knew some fact or had some knowledge that would be inconvenient or even dangerous to somebody if it was known."
511,marple,"Mrs. Glynne and her two sisters have been very kind,"
512,marple,"As I say, Sir Henry, I felt no doubt in my own mind. Mr. Sanders was a big, good-looking, florid-faced man, very hearty in his manner and popular with all. And nobody could have been pleasanter to his wife than he was. But I knew! He meant to make away with her."
513,marple,"Do you know—its a curious thing your saying that. Now I come to think back, I believe youre right. She—yes, she did seem, if anything, to be putting on weight."
514,marple,I—do you mind if we dont talk about it any more just now?
515,marple,"Im not particularly exhausted, though it makes a perfectly natural excuse for somebody of my age."
516,marple,But it doesnt seem to me to throw any light upon our present problem.
517,marple,not an enthusiastic young man. He could have thanked you a bit more enthusiastically for what you did for him.
518,marple,"I hadnt asked anyone to post anything. The first I saw of the parcel was when Anthea passed the garden of the Golden Boar where you and I were sitting talking, carrying it."
519,marple,"So much walking and standing about. Ones feet get very tired. I suppose really I ought not to take these expeditions, but it is such a temptation to see beautiful buildings and fine rooms and furniture. All these things. And of course some splendid pictures."
520,marple,"He had a return ticket to Paddington in his pocket,"
521,marple,"Elderly, we say, but old is a better word. Definitely old. It is both possible and indeed probable that I might not live as long as a year to earn this money, in the rather doubtful case that I was able to earn it."
522,marple,"I only met her on this tour. Thats why I was surprised. We had expressed ideas to each other, occasionally sat next to each other in the coach, and had struck up quite an acquaintanceship. But I was surprised that she should have expressed a wish to see me when she was so ill."
523,marple,keep your beliefs. Heaven forbid that I should in any way shatter them.
524,marple,"You see, if I were going to kill anyone—which, of course, I wouldnt dream of doing for a minute, because it would be very wicked, and besides I dont like killing—not even wasps, though I know it has to be, and Im sure the gardener does it as humanely as possible. Let me see, what was I saying?"
525,marple,"not crystal clear, and murder, dear Raymond, isnt a game. I dont suppose poor Miss Greenshaw wanted to die, and it was a particularly brutal murder. Very well planned and quite cold-blooded. Its not a thing to make jokes about!"
526,marple,"He suggested that I should be on this tour with you. I should in due course almost certainly make your acquaintance, since members in a tour inevitably do make each others acquaintance, though it usually takes a day or two for them to split up, as it were, into possible groupings led by similar tastes or interests. And he further suggested to me that I should, shall we say, keep an eye on you."
527,marple,"and I am not doing anything. Digging, I mean, or weeding. I just—well, I just put one foot in front of the other and wonder about things."
528,marple,"I think Im wrong. No. I dont think shes concerned in this business, whatever it is, in any way. Oh dear, I feel Mr. Rafiel expected me to be much cleverer than I am being. I think he expected me to put things together—but what things? And what do I do next, I wonder?"
529,marple,I was just wondering why the word Honesty in Dr. Rosens letter was spelt with a capital H.
530,marple,"Certainly, Edna, come in and shut the door. What is it?"
531,marple,"Nora Broad? Oh, she hasnt been in the village for years. Went off with someone, she did. She was a great one for boys. I always wondered where shed end up. Did you want to see her for any particular reason?"
532,marple,"Yet I hear you were wishing him out of the world not so long ago,"
533,marple,"No, no, not that so much but—oh, she worries so much about the garden. She remembers the garden as it used to be, and shes very anxious, you know, to—well, to spend money in putting things right again. Clotilde has had to tell her that really one cant afford that nowadays. But she keeps talking of the hothouses, the peaches that used to be there. The grapes—and all that."
534,marple,"If you were to tell Mr. Redding what Mrs. Protheroe has done and then explain that you dont really believe it is her. And then if you were to go to Mrs. Protheroe and tell her that Mr. Redding is all right—why then, they might each of them tell you the truth. And the truth is helpful, though I dare say they dont know very much themselves, poor things."
535,marple,"I do think you should be more careful how you choose your friends. You are so credulous, dear, so easily gulled. I suppose it is being a writer and having so much imagination. All that story about a Spanish galleon! If you were older and had more experience of life you would have been on your guard at once. A man you had known only a few weeks, too!"
536,marple,Its the only natural way of thinking of it. Dear Mrs. Bantry began that way just now. Why should the rich employer kill the humble companion? Its so much more likely to be the other way about. I mean—thats the way things happen.
537,marple,What has dead and gone Hargraves got to do with the case?
538,marple,"Sooner than let the girl go, you killed her. Because you loved her, you killed her."
539,marple,Will there be murder or wont there? What do you think?
540,marple,Did you come on this trip to see the houses or to see gardens?
541,marple,Very curious indeed. But the note seems to me even more curious still. I mean—
542,marple,"I enjoyed it very much. Tomorrow morning I would like to go out and look again at that mass of white flowers coming into bloom at the end of the garden near that raised up mound. It was just beginning to come out the other day. It must be a mass of bloom now. I shall always remember that as part of my visit here, you know."
543,marple,you cant get hold of dead bodies right and left. What did they do with the—the first corpse afterwards?
544,marple,"Well, Im boarding with a Mrs. Hastings. I think Ive heard her speak of you."
545,marple,"Forgive me if this is idle curiosity but have you had—oh, how shall I put it?—any connection with crime or the investigation of crime?"
546,marple,
547,marple,"Oh yes. Well, if I did, I shouldnt be at all satisfied to trust to fright. I know one reads of people dying of it, but it seems a very uncertain sort of thing, and the most nervous people are far more brave than one really thinks they are. I should like something definite and certain, and make a thoroughly good plan about it."
548,marple,specially the gardens. From the description in the prospectus I am really looking forward very much to seeing some of the really finely kept gardens of the historic houses we have still to visit.
549,marple,"I do not for one minute believe that Verity or Michael definitely parted, broke off."
550,marple,what possible kind of proposition Mr. Rafiel might have wanted to put up to me. It seems most unlikely.
551,marple,What qualities have I got that could be useful to anyone for anything?
552,marple,"I must confess it does remind me, just a little, of old Mrs. Trout. She drew the old age pension, you know, for three old women who were dead, in different parishes."
553,marple,"the kind of man who—well, thinks of everything. A good brain, I should think."
554,marple,"she really radiates integrity. If she had committed a murder, it would be a very popular murder. Perhaps for some noble reason or for some reason that she thought noble?"
555,marple,"And especially since Miss Temples death which, of course, was not an accident, no matter what Mrs. Sandbourne hopes."
556,marple,I agree with you. We must do away with some of these limits. I am going to tell you certain facts that will make certain things fairly clear to you. You in turn may be able to tell me certain facts.
557,marple,The kind of man who gets the wrong idea into his head and is obstinate about it. Do you remember Joe Bucknell who used to keep the Blue Boar? Such a to-do about his daughter carrying on with young Bailey. And all the time it was that minx of a wife of his.
558,marple,"I thought they would be at hand somewhere after theyd given me the whistle. I do not think it was a difficult house to which to gain access, there were no shuttered windows or burglar alarms or anything of that kind. One of them came back on the pretext of having left a handbag and a scarf. Between them they probably managed to leave a window unfastened, and I should imagine they came back into the house almost as soon as they left it, while the inhabitants inside were going up to bed."
559,marple,"I live in the country. A very small place halfway between Loomouth and Market Basing. About twenty-five miles from London. It used to be a very pretty old-world village but of course like everything else, it is becoming what they call developed nowadays."
560,marple,The police constable you saw wasnt a real police constable. You never thought of him again—one doesnt—one just accepts one more uniform as part of the law.
561,marple,"I think Id better tell you the whole truth if you dont know, and you dont seem to. He was actually Mr. Rafiels son, Michael—"
562,marple,"it seems indicated that there is someone on our coach tour who recognized Miss Temple or knew who she was, but who perhaps after the passage of some years was not remembered or might even not have been recognized by Miss Temple. It seems to throw it back on our passengers, does it not?"
563,marple,"I have lived in Hell. I hope, at least, that I may expiate my crime by dying honourably."
564,marple,"You may want to rest this afternoon. If not, I will call for you here in an hours time. There is an interesting church you might care to see—?"
565,marple,"Im not quite sure of it. You are a strong woman, a great deal stronger than I am."
566,marple,I really believe that wizened-up old maid thinks she knows everything there is to know. And hardly been out of this village all her life. Preposterous. What can she know of life?
