number,character,quote
339,hp,"I know exactly how you feel. The head spins, does it not?"
340,hp,Whereas one cannot command a crime to order? Very true.
341,mm,"That was a piece of his work. He couldn’t afford to have the police on the spot too soon. When they did come, they spent some time in the manager’s office before going up to the bedroom. That was the weakest point—the chance that someone might notice the difference between a body that had been dead two hours and one that had been dead just over half an hour; but he counted on the fact that the people who first discovered the crime would have no expert knowledge."
342,hp,there’s poison—but that’s always so technical. Or a revolver shot echoing in the night. Then there must be a beautiful girl or two—
343,sh,"said he.

     I heard a click of steel and a bellow like an enraged bull. The next
     instant Holmes and the seaman were rolling on the ground together. He
     was a man of such gigantic strength that, even with the handcuffs
     which Holmes had so deftly fastened upon his wrists, he would have
     very quickly overpowered my friend had Hopkins and I not rushed to
     his rescue. Only when I pressed the cold muzzle of the revolver to
     his temple did he at last understand that resistance was vain. We
     lashed his ankles with cord and rose breathless from the struggle."
344,mm,One of these travel tours? You mean a package tour abroad?
345,hp,She prefers that pompous old bore to me?
346,hp,She’s handsome—yes. I think—she looks rather a beast!
347,hp,"I wondered whether you would remember that. By the way, I was awakened by what sounded like something heavy falling against my door. Have you any idea what that could have been?"
348,mm,"Absolute denial. And, of course, the old lady may have been mistaken. No jury would believe you could recognize anyone from that distance on a moonlit night. And, of course, as I say, the old lady may have made a mistake."
349,sh,"The greatest and perhaps the wealthiest. I am aware, Mr. Holmes,
     that you take a very high line in professional matters, and that you
     are prepared to work for the work's sake. I may tell you, however,
     that his Grace has already intimated that a cheque for five thousand
     pounds will be handed over to the person who can tell him where his
     son is, and another thousand to him who can name the man, or men, who
     have taken him."
350,sh,"Then Nancy fainted, and I caught up the key of the door from her
     hand, intending to unlock it and get help.  But as I was doing it it
     seemed to me better to leave it alone and get away, for the thing
     might look black against me, and any way my secret would be out if I
     were taken.  In my haste I thrust the key into my pocket, and dropped
     my stick while I was chasing Teddy, who had run up the curtain.  When
     I got him into his box, from which he had slipped, I was off as fast
     as I could run."
351,mm,"And I’m afraid they often think we old women are—well, cats, to see things the way we do. But there it is. One does know a great deal about one’s own sex, unfortunately. I’ve no doubt there was a barrier between them. The young man felt a sudden inexplicable repulsion. He suspected, purely through instinct, and couldn’t hide the suspicion. And I really think that the girl’s visit to you was just pure spite. She was safe enough really; but she just went out of her way to fix your suspicions definitely on poor Mr. Templeton. You weren’t nearly so sure about him until after her visit."
352,mm,Of course I loved her. I was devoted to her. And she loved me.
353,sh,"How an English
     gentleman could behave in such a manner is beyond my comprehension.
     But your whole correspondence and relations with Oberstein are within
     our knowledge. So also are the circumstances connected with the death
     of young Cadogan West. Let me advise you to gain at least the small
     credit for repentance and confession, since there are still some
     details which we can only learn from your lips."
354,sh,"said he. There was a whisk of feminine
     skirts down the passage, and the hall door was opened and shut."
355,mm,"but of course one would never dream of doing anything of that kind nowadays, would one? Rather too noisome, I am afraid. We have a few floribunda roses near the house. I really think floribundas are such a great answer to difficulties."
356,mm,"I got even with Geoffrey. I was too clever for Geoffrey. He was going to put me away, was he? Have me shut up in an asylum? I heard them talking about it. Mabel is a good girl—Mabel stuck up for me, but I knew she wouldn’t be able to stand up against Geoffrey. In the end he would have his own way; he always did. But I settled him—I settled my kind, loving son! Ha, ha! I crept down in the night. It was quite easy. Brewster was away. My dear son was asleep; he had a glass of water by the side of his bed; he always woke up in the middle of the night and drank it off. I poured it away—ha, ha!—and I emptied the bottle of eyedrops into the glass. He would wake up and swill it down before he knew what it was. There was only a tablespoonful of it—quite enough, quite enough. And so he did! They came to me in the morning and broke it to me very gently. They were afraid it would upset me. Ha! Ha! Ha! Ha! Ha!"
357,mm,"Really, you know, Scheherazade, this is most refreshing. Our ingenuity is challenged. I’m not so sure you haven’t done it on purpose—to stimulate our curiosity. A few brisk rounds of ‘Twenty Questions’ is indicated, I think. Miss Marple, will you begin?"
358,sh,"Never in my life have I been placed in such a situation. It
     is most improper--most outrageous. I must insist upon some
     explanation."
359,sh,"He seemed to me like a man who was literally bowed down by care. His
     back was curved as though he carried a heavy burden. Yet he was not
     the weakling that I had at first imagined, for his shoulders and
     chest have the framework of a giant, though his figure tapers away
     into a pair of spindled legs."
360,sh,"And, of course, I cannot pretend to be ignorant of the object of
     your visit. There has only been one occurrence in these offices which
     could call for your attention. In whose interest are you acting, may
     I ask?"
361,mm,"I don’t know exactly where you are, Mr. Rafiel, but I have no doubt that you are somewhere—I will do my best to fulfil your wishes."
362,hp,I very much fear she would have believed me.
363,hp,"I perceive that you do not believe that I do know. And yet I have told
you just now that I know everything. The truth of the telephone call,
of the footprints on the window-sill, of the hiding-place of Ralph
Paton——"
364,sh,"I shall be happy to look into it and to give you such advice as I
     can,"
365,sh,"A good cyclist does not need
     a high road. The moor is intersected with paths and the moon was at
     the full. Halloa! what is this?"
366,hp,"I can, I think, appreciate devotion when I see it. I believe, Dr. Leidner, that your love for your wife was the ruling passion of your life. It is so, is it not?"
367,hp,"Say what you like, trial by jury is a sound system."
368,sh,"When the light of the hall lamp fell upon our midnight visitor I had
     no difficulty in recognising him. It was young Stanley Hopkins, a
     promising detective, in whose career Holmes had several times shown a
     very practical interest."
369,hp,"Think so? Well, it’s possible. Damn it all, hasn’t anyone got eyes in their head?"
370,sh,"A most illuminating remark. It is impossible
     as I state it, and therefore I must in some respect have stated it
     wrong. Yet you saw for yourself. Can you suggest any fallacy?"
371,hp,"No, no, I do not agree with you. It’s infinitely more frightening."
372,mm,that those two women were private agents accompanying you for your protection?
373,mm,"Ah. I remember. He went out there, I believe, for his health. It did him some good, perhaps, but he was already a very ill man, badly crippled, as you know."
374,mm,"Well, I must explain how that comes about. I’m quite aware that I am a complete stranger to you. As a matter of fact I made a short visit to the hospital at Carristown, talking to the matron before going on to the church here. It was she who told me that before she died Elizabeth had asked to see a fellow member of the tour. Miss Jane Marple. And that Miss Jane Marple had visited her and sat with her just a very, very short time before Elizabeth died."
375,sh,"Quite so. It doesn't prove it wasn't used. But there might have been
     stains, and that would have helped us. As a matter of fact there were
     none. Then I examined the gun. They were buckshot cartridges, and, as
     Sergeant Wilson pointed out, the triggers were wired together so
     that, if you pulled on the hinder one, both barrels were discharged.
     Whoever fixed that up had made up his mind that he was going to take
     no chances of missing his man. The sawed gun was not more than two
     foot long--one could carry it easily under one's coat. There was no
     complete maker's name; but the printed letters P-E-N were on the
     fluting between the barrels, and the rest of the name had been cut
     off by the saw."
376,mm,"But the man was too clever for me. He didn’t wait. He thought I might suspect, and so he struck before I could be sure. He knew I would suspect an accident. So he made it murder."
377,mm,he was in church yesterday at the service. Do you know him?
378,sh,"Nothing. Stangerson had Drebber's purse in his pocket, but it seems
     that this was usual, as he did all the paying. There was eighty odd
     pounds in it, but nothing had been taken. Whatever the motives of
     these extraordinary crimes, robbery is certainly not one of them.
     There were no papers or memoranda in the murdered man's pocket,
     except a single telegram, dated from Cleveland about a month ago, and
     containing the words, 'J. H. is in Europe.' There was no name
     appended to this message."
379,mm,"I don’t like that sort of thing. I never have. If you expect me to feel sympathy, regret, urge an unhappy childhood, blame bad environment; if you expect me in fact to weep over him, this young murderer of yours, I do not feel inclined so to do. I do not like evil beings who do evil things."
380,sh,"How
     can an English lady join in such a murderous affair?"
381,mm,"And yet, even now sometimes, I hope and feel that it was some other young man who killed her. Someone who was definitely mentally deranged, though no one had any idea of it. Some stranger, perhaps, whom she had met in the neighborhood. Someone who she had met by chance, who had given her a lift in a car, and then—"
382,hp,"Those blows—the ones delivered with great force penetrating the muscle—never, never could anyone with so frail a physique inflict them."
383,mm,"No, there was really only one thing that everyone did know about him."
384,hp,She may not have been actively unkind—that I will grant. But you were not fond of her—Oh no—I think you disliked her very much. That was very plain to see.
385,mm,"that it would be Zobeida’s theatrical costumes. Would you like a chisel, Inspector?"
386,sh,"the most
     extraordinary and tragic affair has occurred during the night. It is
     the most unheard-of business. We can only regard it as a special
     Providence that you should chance to be here at the time, for in all
     England you are the one man we need."
387,mm,I suppose that was how Miss Temple came to remember her.
388,sh,"I've wanted to meet you for some time,"
389,hp,"He sticks to his story and he’s not one to be heckled. He swears by all that’s blue that he picked up Cust in the Whitecross Hotel at Eastbourne on the evening of July 24th. He was lonely and wanted someone to talk to. As far as I can see, Cust made an ideal listener. He didn’t interrupt! After dinner he and Cust played dominoes. It appears Strange was a whale on dominoes and to his surprise Cust was pretty hot stuff too. Queer game, dominoes. People go mad about it. They’ll play for hours. That’s what Strange and Cust did apparently. Cust wanted to go to bed but Strange wouldn’t hear of it—swore they’d keep it up until midnight at least. And that’s what they did do. They separated at ten minutes past midnight. And if Cust was in the Whitecross Hotel at Eastbourne at ten minutes past midnight on the morning of the 25th he couldn’t very well be strangling Betty Barnard on the beach at Bexhill between midnight and one o’clock."
390,mm,"that it’s the curious conduct of the caretaker. Why did she behave in that very odd way? People do mind being turned out of their old homes. But it wasn’t her home. In fact, she used to complain and grumble while she was there. Yes, it certainly looks very fishy. What became of her, by the way?"
391,mm,"Of course, it is different for me. I mean, we, being women, appreciate the point about clothes. I don’t think it is a fair problem to put to a man. It must have meant a lot of rapid changing. What a wicked woman! And a still more wicked man."
392,sh,"that every carriage
     has been carefully examined. I saw to it myself."
393,hp,"One ought to be able to draw him,"
394,sh,"Perhaps I should have said 'replaced it there,'"
395,sh,"said she, smoothing it out upon the
     counter."
396,sh,"I did a good deal of shopping. Dr. Mortimer here went round with me.
     You see, if I am to be squire down there I must dress the part, and
     it may be that I have got a little careless in my ways out West.
     Among other things I bought these brown boots--gave six dollars for
     them--and had one stolen before ever I had them on my feet."
397,hp,You think she went to meet some one?
398,sh,"He mounted the steps, and, seizing a rafter with either hand, he
     swung himself up into the garret. Then, lying on his face, he reached
     down for the lamp and held it while I followed him.

     The chamber in which we found ourselves was about ten feet one way
     and six the other. The floor was formed by the rafters, with thin
     lath-and-plaster between, so that in walking one had to step from
     beam to beam. The roof ran up to an apex, and was evidently the inner
     shell of the true roof of the house. There was no furniture of any
     sort, and the accumulated dust of years lay thick upon the floor."
399,sh,"That's the result of all our Study in Scarlet: to get them a
     testimonial!"
400,hp,"He has frequently dictated letters
to me, using almost exactly those same words."
401,mm,"I wish you’d solve the case, Miss Marple, like you did the time Miss Wetherby’s gill of picked shrimps disappeared. And all because it reminded you of something quite different about a sack of coals."
402,sh,"No, Mr. Holmes, that is the amazing part of it. There is no possible
     way of reaching the window--and yet he was there."
403,mm,"I’m quite sure of it, as a matter of fact."
404,mm,I know what it might be—invisible ink! Let’s heat it. Turn on the electric fire.
405,sh,"In silence Baynes led the way to the sink and held forward his
     candle. The limbs and body of some large, white bird, torn savagely
     to pieces with the feathers still on, were littered all over it.
     Holmes pointed to the wattles on the severed head."
406,hp,I know. We all have a bit of trouble keeping out of his way. He’d like to turn this place into a cross between Margate and Le Touquet.
407,sh,"I guess you're going
     to take me to the police-station,"
408,mm,"But it makes a very useful excuse for talk, don’t you think?"
409,mm,"having spent nearly all my life amongst the young, look at life as a period in time complete in itself. What did T. S. Eliot say: The moment of the rose and the moment of the yew tree are of equal duration."
410,hp,"It is that you have really the love of the machinery,"
411,sh,"You
     had not met Barker, Watson. He is my hated rival upon the Surrey
     shore. When you said a tall dark man it was not difficult for me to
     complete the picture. He has several good cases to his credit, has he
     not, Inspector?"
412,mm,"The people who left in the coach. Presumably you’re not interested in them, since you’ve let them go off and you’re staying here."
413,mm,but surely that has nothing to do with the very interesting story that Mr. Petherick has been telling us.
414,hp,"All the same it seems hardly credible…Well, we shall see. Let us have the maid here."
415,hp,"I have to confide in you a little
secret. I am not yet satisfied of the innocence of Parker. I propose to
make a little experiment with your assistance. I want to reconstruct
some of his actions on that night. But we must think of something to
tell him—ah! I have it. I wish to satisfy myself as to whether voices
in the little lobby could have been heard outside on the terrace. Now,
ring for Parker, if you will be so good."
416,hp,"Presently when we have finished here and I go back with the doctor to Hassanieh we will take you with us. You will give Nurse Leatheran tea, will you not, doctor?"
417,sh,"He was a large man with rounded shoulders, a massive head, and a
     broad, intelligent face, sloping down to a pointed beard of grizzled
     brown. A touch of red in nose and cheeks, with a slight tremor of his
     extended hand, recalled Holmes' surmise as to his habits. His rusty
     black frock-coat was buttoned right up in front, with the collar
     turned up, and his lank wrists protruded from his sleeves without a
     sign of cuff or shirt. He spoke in a slow staccato fashion, choosing
     his words with care, and gave the impression generally of a man of
     learning and letters who had had ill-usage at the hands of fortune."
418,hp,You were asking about Redfern. My wife told me she had come across him at some cocktail party or other.
419,mm,"I see we shall have to have that epic of the shrimps,"
420,hp,We will have now an interesting conversation tête-à-tête. But you must not forget to eat your tea.
421,sh,"You certainly have the air of something unusual having occurred,"
422,hp,"The poise, the savoir faire, it comes later."
423,sh,"I was going to say that my practice could get along very well for a
     day or two, since it is the slackest time in the year."
424,hp,"He is careful, our Mr. Fanthorp, to destroy his correspondence."
425,mm,"Do you know a woman who lives in a new house somewhere here, she’s called Mrs. Hastings?"
426,sh,"you will
     find that it simply means 'Come here at once.' I was convinced that
     it was an invitation which he would not refuse, since he could never
     imagine that it could come from anyone but the lady. And so, my dear
     Watson, we have ended by turning the dancing men to good when they
     have so often been the agents of evil, and I think that I have
     fulfilled my promise of giving you something unusual for your
     note-book. Three-forty is our train, and I fancy we should be back in
     Baker Street for dinner."
427,sh,"you need not pain yourself by entering into
     that part of the story. After seeing you, I am prepared to accept Mr.
     Gibson's statement both as to the influence which you had over him
     and as to the innocence of your relations with him. But why was the
     whole situation not brought out in court?"
428,sh,"He struck me as having a
     particularly clear and logical brain from the little I saw of him.
     Explosive, no doubt, but then from his point of view he has something
     to explode about if detectives are put on his track and he suspects
     his own household of doing it. I rather fancy that friend Bennett is
     in for an uncomfortable time."
429,sh,"Oh, there can be no doubt as to the sequence of events,"
430,sh,"The old man sat with his mouth open staring wildly at Holmes.
     Amazement and fear were stamped upon his expressive features. Now,
     with an effort, he shrugged his shoulders and burst into insincere
     laughter."
431,sh,"I understand you to say that there
     are three students who use this stair and are in the habit of passing
     your door?"
432,mm,"I was making enquiries at the Golden Boar where I understand the coach party assembles tomorrow morning. They are making quite an early start. Nine o’clock, I understand."
433,mm,"I only heard—and that was yesterday—that Mr. Rafiel had a delinquent, or unsatisfactory, if we like to put it mildly, son. A son with a criminal record. I know very little about him. Was he Mr. Rafiel’s only son?"
434,hp,"Dr. Sheppard consented to do what he could to help him. He was
successful in hiding Captain Paton from the police."
435,sh,"Then our friend Overton's forebodings have been justified,"
436,mm,"it’s you, Miss Bradbury-Scott. Is there anything special?"
437,sh,"Kindly summon your men, and I will try."
438,mm,"I went to see Mrs. Pritchard and did my best to ridicule the whole thing; but without success. I came away really concerned, and I remember I met Jean Instow and told her about it. Jean is a queer girl. She said, ‘So she’s really upset about it?’ I told her that I thought the woman was perfectly capable of dying of fright—she was really abnormally superstitious.

“I remember Jean rather startled me with what she said next. She said, ‘Well, that might be all for the best, mightn’t it?’ And she said it so coolly, in so matter-of-fact a tone that I was really—well, shocked. Of course I know it’s done nowadays—to be brutal and outspoken; but I never get used to it. Jean smiled at me rather oddly and said, ‘You don’t like my saying that—but it’s true. What use is Mrs. Pritchard’s life to her? None at all; and it’s hell for George Pritchard. To have his wife frightened out of existence would be the best thing that could happen to him.’ I said, ‘George is most awfully good to her always.’ And she said, ‘Yes, he deserves a reward, poor dear. He’s a very attractive person, George Pritchard. The last nurse thought so—the pretty one—what was her name? Carstairs. That was the cause of the row between her and Mrs. P.’

“Now I didn’t like hearing Jean say that. Of course one had wondered—"
439,hp,I’d rather see a well fed worker than any so-called work of art. What matters is the future—not the past.
440,mm,A girl called Nora Broad. She disappeared from here and she’s never been heard anymore of. I think her body might be in a particular place.
441,hp,No. He’s got his rules—crazy rules—and abides by them. Fair warning. He makes a point of that. That’s where his boastfulness comes in. I wonder now—I’d almost bet the chap drinks White Horse whisky.
442,hp,"You will be interested to hear that both you and your wife Christine were easily recognized and picked out by the Surrey police from a group of people photographed here. They identified you both at once as Edward Corrigan and Christine Deverill, the young woman who found the body."
443,sh,"There is no object in our following them,"
444,hp,"Regard, Hastings, did I not tell you that she had been a beautiful woman?"
445,mm,"It was just the trite, well-known fact that a murderer is so pleased with his cleverness that he doesn’t take proper precautions. I was just saying a few consolatory words to the bereaved husband—and feeling damned sorry for the fellow, too—when he flung himself down on the settee to do a bit of playacting and a hypodermic syringe fell out of his pocket.

“He snatched it up and looked so scared that I began to think. Harry Laxton didn’t drug; he was in perfect health; what was he doing with a hypodermic syringe? I did the autopsy with a view to certain possibilities. I found strophanthin. The rest was easy. There was strophanthin in Laxton’s possession, and Bella Edge, questioned by the police, broke down and admitted to having got it for him. And finally old Mrs. Murgatroyd confessed that it was Harry Laxton who had put her up to the cursing stunt."
446,sh,"He put his two forefingers between his teeth and whistled shrilly--a
     signal which was answered by a similar whistle from the distance,
     followed shortly by the rattle of wheels and the clink of horses'
     hoofs."
447,hp,this is a matter of life and death. What does it matter what happens to our clothes?
448,sh,"Only one that we know of,--Major Sholto, of his own regiment, the
     34th Bombay Infantry. The major had retired some little time before,
     and lived at Upper Norwood. We communicated with him, of course, but
     he did not even know that his brother officer was in England."
449,mm,The most tiring thing in the world. Especially if you have to listen to an exhaustive lecture in each room.
450,mm,"But it’s easier for me because you see I go away again, and then come back now and then to stay. So it’s easy for me to pretend things may be easier soon and that something may be done. But really, the other day when I came home and I found that Anthea had tried to engage a most expensive firm of landscape gardeners to renovate the garden, to build up the greenhouse again—which is quite absurd because even if you put vines in they would not bear for another two or three years. Clotilde knew nothing about it and she was extremely angry when she discovered the estimate for this work on Anthea’s desk. She was really quite unkind."
451,mm,"Told foolish and senseless lies. Lied as to where his car had been. Got his friends to give him impossible alibis. He was frightened. He said nothing of his plan to marry. I believe his Counsel was of the opinion that that would tell against him—that she might have been forcing him to marry her and that he didn’t want to. It’s so long ago now, I remember no details. But the evidence was dead against him. He was guilty—and he looked guilty.

“So you see, do you not, Miss Marple, that I’m a very sad and unhappy man. I made the wrong judgment, I encouraged a very sweet and lovely girl to go to her death, because I did not know enough of human nature. I was ignorant of the danger she was running. I believed that if she had had any fear of him, any sudden knowledge of something evil in him, she would have broken her pledge to marry him and have come to me and told me of her fear, of her knowledge of him. But nothing of that ever happened. Why did he kill her? Did he kill her because perhaps he knew she was going to have a child? Because by now he had formed a tie with some other girl and did not want to be forced to marry Verity? I can’t believe it. Or was it some entirely different reason. Because she had suddenly felt a fear of him, a knowledge of danger from him, and had broken off her association with him? Did that rouse his anger, his fury, and did that lead him to violence and to killing her? One does not know."
452,hp,And if during the night at one of the frontiers the Customs officials should require a piece of luggage to be opened?
453,hp,"she stabbed him in the dark, not realizing that he was dead already, but somehow deduced that he had a watch in his pyjama pocket, took it out, put back the hands blindly and gave it the requisite dent."
454,sh,"Your Majesty has something which I should value even more highly,"
455,sh,"Come, come, we are not so far wrong, after all,"
456,hp,"We’re very sorry to bother you, Miss Otterbourne,"
457,hp,But I still do not understand. What is this pixy?
458,mm,"I was in a very curious position, Mrs. Bantry. Of evidence as the law understands it, I still have very little. Also, there were certain signs, plain to me as a medical man, that though strong and vigorous in appearance, the lady was not long for this world. I went home with her and saw the rest of the family—a charming family, devoted to their eldest sister and without an idea in their heads that she might prove to have committed a crime. Why bring sorrow on them when I could prove nothing? The lady’s admission to me was unheard by anyone else. I let Nature take its course. Miss Amy Barton died six months after my meeting with her. I have often wondered if she was cheerful and unrepentant up to the last."
459,hp,"No, no, and again no! That is an explanation that will not hold water. It is deficient in a dozen minor points. The crime was not committed so—M. Poirot must know that perfectly well."
460,mm,And have you discovered the answers to all those things?
461,hp,Did Linda Marshall actually enter the sea before you left the beach?
462,sh,"--his eyes darted again
     from my face to Holmes's--"
463,sh,"The
     man's career is that of an honourable soldier."
464,sh,"I
     go into a case to help the ends of justice and the work of the
     police. If I have ever separated myself from the official force, it
     is because they have first separated themselves from me. I have no
     wish ever to score at their expense. At the same time, Mr. White
     Mason, I claim the right to work in my own way and give my results at
     my own time--complete rather than in stages."
465,hp,That seems to me all the more reason for telling you.
466,sh,"But why in the world would anyone want to burn the bones of a man
     who has been dead a thousand years?"
467,sh,"He took from his pocket the various slips of the dancing men. With
     these in front of him he worked for some time at the study-table.
     Finally he handed a note to the boy, with directions to put it into
     the hands of the person to whom it was addressed, and especially to
     answer no questions of any sort which might be put to him. I saw the
     outside of the note, addressed in straggling, irregular characters,
     very unlike Holmes's usual precise hand. It was consigned to Mr. Abe
     Slaney, Elrige's Farm, East Ruston, Norfolk."
468,sh,"Our friend of yesterday, looking very pale and ill, had entered the
     room, leaning upon a little maidservant."
469,sh,"is upon your side, Dr. Leon
     Sterndale, and not upon mine. As a proof I will tell you some of the
     facts upon which my conclusions are based. Of your return from
     Plymouth, allowing much of your property to go on to Africa, I will
     say nothing save that it first informed me that you were one of the
     factors which had to be taken into account in reconstructing this
     drama--"
470,hp,"it is Papa Poirot who
asks you this. The old Papa Poirot who has much knowledge and much
experience. I would not seek to entrap you, mademoiselle. Will you not
trust me—and tell me where Ralph Paton is hiding?"
471,mm,Very kind indeed. I was most surprised when I found he’d booked me. Such a treat. Which I could not have afforded for myself.
472,sh,"he said, and not another word would he utter that
     night.





          CHAPTER VII
          The Solution


     Next morning, after breakfast, we found Inspector MacDonald and White
     Mason seated in close consultation in the small parlour of the local
     police sergeant. On the table in front of them were piled a number of
     letters and telegrams, which they were carefully sorting and
     docketing. Three had been placed on one side."
473,sh,"I've driven my cab this seven
     years and never a word of complaint. I came here straight from the
     Yard to ask you to your face what you had against me."
474,sh,Was he in favour of such a union?
475,mm,"I was sure enough, and another incident in crossing the street not long afterwards made me surer still. Now I ask you, what could I do, Sir Henry? Here was a nice contented happy little married woman shortly going to be murdered."
476,sh,"you do find it very hard to
     tackle the facts."
477,sh,"Look out
     this window, Watson. See how the figures loom up, are dimly seen, and
     then blend once more into the cloud-bank. The thief or the murderer
     could roam London on such a day as the tiger does the jungle, unseen
     until he pounces, and then evident only to his victim."
478,mm,"Joanna told me that she had the impression there was someone on the hillside. Rather high up. She and Emlyn were climbing up from the lower main path, following a rough track that wound round the curve of the hill. As they turned a corner she definitely saw, outlined against the skyline, a man or a woman who was trying to roll a big boulder forward along the ground. The boulder was rocking—and finally it started to roll, at first slowly and then gathering speed down the hillside. Miss Temple was walking along the main path below, and had come to a point just underneath it when the boulder hit her. If it was done deliberately it might not, of course, have succeeded; it might have missed her—but it did succeed. If what was being attempted was a deliberate attack on the woman walking below it succeeded only too well."
479,mm,"Miss Cram came to see me this afternoon,"
480,mm,"that’s just what these old gentlemen who are fond of their jokes never realize. Uncle Henry, I remember, sent a favourite niece a five-pound note for a Christmas present. He put it in a Christmas card, gummed the card together, and wrote on it, ‘Love and best wishes. Afraid this is all I can manage this year.’"
481,mm,And the next thing was the death of Elizabeth Temple?
482,sh,"Anything which you or the Inspector may suggest will most certainly
     be done."
483,sh,"and
     for my part I shall set about it by presuming that my reasoning is
     correct, and that a double murder has been committed. One of these
     ears is a woman's, small, finely formed, and pierced for an earring.
     The other is a man's, sun-burned, discoloured, and also pierced for
     an earring. These two people are presumably dead, or we should have
     heard their story before now. To-day is Friday. The packet was posted
     on Thursday morning. The tragedy, then, occurred on Wednesday or
     Tuesday, or earlier. If the two people were murdered, who but their
     murderer would have sent this sign of his work to Miss Cushing? We
     may take it that the sender of the packet is the man whom we want.
     But he must have some strong reason for sending Miss Cushing this
     packet. What reason then? It must have been to tell her that the deed
     was done; or to pain her, perhaps. But in that case she knows who it
     is. Does she know? I doubt it. If she knew, why should she call the
     police in? She might have buried the ears, and no one would have been
     the wiser. That is what she would have done if she had wished to
     shield the criminal. But if she does not wish to shield him she would
     give his name. There is a tangle here which needs straightening out."
484,sh,"Dear me, this is very disappointing! I fear, Watson, that all our
     expectations come to nothing. I trust that the man Porlock will come
     to no harm."
485,hp,"They work in two separate places, I see,"
486,mm,You did not ring up Mr. Spenlow at two thirty?
487,sh,"You can thank Dr. Watson's
     observation for that, though he failed to draw the inference. It set
     my foot upon the trail. Why should this man at such a time be filling
     his house with strong odours? Obviously, to cover some other smell
     which he wished to conceal--some guilty smell which would suggest
     suspicions. Then came the idea of a room such as you see here with
     iron door and shutter--a hermetically sealed room. Put those two
     facts together, and whither do they lead? I could only determine that
     by examining the house myself. I was already certain that the case
     was serious, for I had examined the box-office chart at the Haymarket
     Theatre--another of Dr. Watson's bull's-eyes--and ascertained that
     neither B thirty nor thirty-two of the upper circle had been occupied
     that night. Therefore, Amberley had not been to the theatre, and his
     alibi fell to the ground. He made a bad slip when he allowed my
     astute friend to notice the number of the seat taken for his wife.
     The question now arose how I might be able to examine the house. I
     sent an agent to the most impossible village I could think of, and
     summoned my man to it at such an hour that he could not possibly get
     back. To prevent any miscarriage, Dr. Watson accompanied him. The
     good vicar's name I took, of course, out of my Crockford. Do I make
     it all clear to you?"
488,mm,Will there be murder or won’t there? What do you think?
489,hp,"It seems the most probable solution. Of course it’s possible that Arlena might have got on to the truth earlier, said something to Blatt about it, and some other member of the gang fixed a fake appointment with her and did her in. As I say, I think the best course is to hand the case over to Scotland Yard. They’ve a far better chance than we have of proving Blatt’s connection with the gang."
490,sh,"He is, in
     my judgment, the fourth smartest man in London, and for daring I am
     not sure that he has not a claim to be third. I have known something
     of him before."
491,mm,"Now, since you seem very good at observing, did you happen to notice, Miss Marple, what sort of expression Mrs. Protheroe and Mr. Redding had as they passed along the lane?"
492,sh,"I wished Mr. Acton to be present while I demonstrated this small
     matter to you,"
493,mm,"You take very good care of me, Cherry,"
494,mm,"I could not claim a personal knowledge of this part of the country. I know something, however, of various things that have happened in this part of the world entirely because of what you have told me. If it had not been for my acquaintanceship with you and the things you have told me I could have been more at sea than I am.

“What are you yourself actually doing here? You do not know. Yet you were sent here. It was deliberately arranged by Rafiel that you should come here, that you should take this coach tour, that you and I should meet. There have been other places where we have stopped or through which we have passed, but special arrangements were made so that you should actually stay for a couple of nights here. You were put up with former friends of his who would not have refused any request he made. Was there a reason for that?"
495,mm,"Well, she accepted a lift from someone—a stranger. That’s the last time she was seen. I forget the make of the car now. Some funny name it had. An Audit or something like that. Anyway, she’d been seen once or twice in that car. And off she went in it. And it was said it was that same car that the poor girl what got herself murdered used to go riding in. But I don’t think as that happened to Nora. If Nora’d been murdered, the body would have come to light by now. Don’t you think so?"
496,hp,You say that you yourself heard Ratchett speak to the conductor at twenty minutes to one?
497,hp,"Oh, yes—I agree with that which you have just this minute said. Arlena Marshall herself is the best, the only clue, to her own death."
498,sh,Then go to London and test your conclusions.
499,hp,There is not one first-class sleeping berth to be had on the train.
500,hp,"I read my Dickens. M. Harris, he will not arrive."
501,hp,"You have been very
kind—very kind indeed. You—you do believe me, don’t you? That Charles
had nothing to do with this wicked murder!"
502,hp,"You have a word in your language—slick. This crime seemed to me a very slick crime! It made me wonder if, perhaps, it was not a first attempt."
503,mm,"I should imagine so, Mrs. Harmon. If they’re here."
504,mm,Do you often go on these sightseeing tours?
505,hp,"I don’t mind telling you, M. Poirot, that I’ve been interested in those cases myself—though perhaps I shouldn’t have thought about them if you hadn’t asked for them."
506,sh,"In that
     case one of the main points in favor of the accused disappears."
507,sh,"I hope we may clear him, Miss Turner,"
508,mm,"I puzzled and puzzled—and then suddenly there it was, all clear. I went to the Inspector and asked him to try something and he did."
509,hp,"Eh bien, Mademoiselle. I am a very simple person. I always incline to the belief that the most likely person committed the crime. At the very beginning it seemed to me that one person was very clearly indicated."
510,mm,"No. It’s bad enough to know—to know that Verity died. Died in that horrible way. At any rate, other girls are safe from that boy. Life sentence he got. He’s still in prison. They won’t let him out to do anything to anyone else. Though why they couldn’t bring it in as some mental trouble—diminished responsibility—one of these things they use nowadays. He ought to have gone to Broadmoor. I’m sure he wasn’t responsible for anything that he did."
