number,quote
225,I will do anything I can. I owe this fellow no particular good-will. He has been my ruin and my downfall.
226,"But now all my professional instincts were aroused. Let him be my master elsewhere, I at least was his in a sick room."
227,"I left him full of the image of this magnificent intellect babbling
     like a foolish child. He had handed me the key, and with a happy
     thought I took it with me lest he should lock himself in. Mrs. Hudson
     was waiting, trembling and weeping, in the passage. Behind me as I
     passed from the flat I heard Holmess high, thin voice in some
     delirious chant. Below, as I stood whistling for a cab, a man came on
     me through the fog."
228,"The mention of my friends name had an extraordinary effect upon the
     little man. The look of anger passed in an instant from his face. His
     features became tense and alert."
229,"The man motioned me to a chair, and turned to resume his own. As he
     did so I caught a glimpse of his face in the mirror over the
     mantelpiece. I could have sworn that it was set in a malicious and
     abominable smile. Yet I persuaded myself that it must have been some
     nervous contraction which I had surprised, for he turned to me an
     instant later with genuine concern upon his features."
230,"Then in an
     instant his sudden access of strength departed, and his masterful,
     purposeful talk droned away into the low, vague murmurings of a
     semi-delirious man. From the hiding-place into which I had been so swiftly hustled I
     heard the footfalls upon the stair, with the opening and the closing
     of the bedroom door. Then, to my surprise, there came a long silence,
     broken only by the heavy breathings and gaspings of the sick man. I
     could imagine that our visitor was standing by the bedside and
     looking down at the sufferer. At last that strange hush was broken."
231,"in the insistent tone of one who
     awakens a sleeper."
232,"I heard him say at last in a dry,
     rasping tone."
233,"There were footfalls outside, the door opened, and Inspector Morton
     appeared."
234,"the bath! Why the relaxing and expensive
     Turkish rather than the invigorating home-made article?"
235,"A card had come up on a salver, and it was followed by the same
     bearded ruffian who had attacked me in the street. He started when he
     saw me."
236,"Well, I want to see the man who lives here, whatever he may call
     himself,"
237,"When a mans conscience is easy you cant
     rattle him. What is your business in my house?"
238,"Ive a bill against her for a nearly a
     hundred pounds, and nothing to show for it but a couple of trumpery
     pendants that the dealer would hardly look at. She attached herself
     to Mrs. Peters and me at Baden--it is a fact that I was using another
     name at the time--and she stuck on to us until we came to London. I
     paid her bill and her ticket. Once in London, she gave us the slip,
     and, as I say, left these out-of-date jewels to pay her bills. You
     find her, Mr."
239,"said he. There was a whisk of feminine
     skirts down the passage, and the hall door was opened and shut."
240,"the most
     extraordinary and tragic affair has occurred during the night. It is
     the most unheard-of business. We can only regard it as a special
     Providence that you should chance to be here at the time, for in all
     England you are the one man we need."
241,"Well, as you seem to have made the discovery, whatever it may be,
     and the vicar to have had it second-hand, perhaps you had better do
     the speaking,"
242,"It is a bad thing
     to speak of, but I will answer you the truth."
243,"The facts, as you state them, are certainly most remarkable,"
244,"I take it that you have no theory yourself which can in any
     way account for them?"
245,"It
     is not of this world. Something has come into that room which has
     dashed the light of reason from their minds. What human contrivance
     could do that?"
246,"that if the matter is beyond humanity it is
     certainly beyond me. Yet we must exhaust all natural explanations
     before we fall back upon such a theory as this. As to yourself, Mr. Tregennis, I take it you were divided in some way from your family,
     since they lived together and you had rooms apart?"
247,"I think, perhaps, we had better go down to Tredannick Wartha
     without further delay. I confess that I have seldom known a case
     which at first sight presented a more singular problem."
248,"I think, Watson,
     that I shall resume that course of tobacco-poisoning which you have
     so often and so justly condemned,"
249,"I owe you both my thanks and an apology. It was an unjustifiable
     experiment even for ones self, and doubly so for a friend. I am
     really very sorry."
250,"You sent for me, Mr. I had your note about an hour ago, and
     I have come, though I really do not know why I should obey your
     summons."
251,"Perhaps we can clear the point up before we separate,"
252,"Meanwhile, I am much obliged to you for your courteous acquiescence. Perhaps, since the matters which we have
     to discuss will affect you personally in a very intimate fashion, it
     is as well that we should talk where there can be no eavesdropping."
253,"what you can have to speak
     about which affects me personally in a very intimate fashion."
254,"If this is bluff upon your
     part, Mr. Let
     us have no more beating about the bush. What do you mean?"
255,"and the reason why I tell you is
     that I hope frankness may beget frankness. What my next step may be
     will depend entirely upon the nature of your own defence."
256,"Do all your successes depend upon this
     prodigious power of bluff?"
257,"is upon your side, Dr. Leon
     Sterndale, and not upon mine. As a proof I will tell you some of the
     facts upon which my conclusions are based. Of your return from
     Plymouth, allowing much of your property to go on to Africa, I will
     say nothing save that it first informed me that you were one of the
     factors which had to be taken into account in reconstructing this
     drama--"
258,"I had intended to bury myself in central Africa. My work there is
     but half finished."
259,"These are the sacrifices one makes for ones country, Watson,"
260,"To-morrow it will be but a
     dreadful memory. With my hair cut and a few other superficial changes
     I shall no doubt reappear at Claridges to-morrow as I was before
     this American stunt--I beg your pardon, Watson, my well of English
     seems to be permanently defiled--before this American job came my
     way."
261,"If it takes me all my life I shall get level with
     you!"
262,"How often have I heard it in days
     gone by. It was a favorite ditty of the late lamented Professor
     Moriarty. Colonel Sebastian Moran has also been known to warble it. And yet I live and keep bees upon the South Downs."
263,"As my
     speech surely shows you, Mr. Altamont of Chicago had no existence in
     fact. I used him and he is gone."
264,"What is it worth? What have
     I done? It is my ruin forever!"
265,"It will
     require some checking and you have little time to check it. Your
     admiral may find the new guns rather larger than he expects, and the
     cruisers perhaps a trifle faster."
266,"I trust that you are as comfortable as circumstances permit,"
267,"Should I be guilty of
     a liberty if I lit a cigar and placed it between your lips?"
268,"that if your
     government bears you out in this treatment it becomes an act of war."
269,"You are a private individual. You have no warrant for my arrest. The
     whole proceeding is absolutely illegal and outrageous."
270,"I need not say that I have confirmed it, Watson,"
271,"I have had several opponents to whom that flattering term has been
     applied,"
272,"Dont you smoke? Then you will
     excuse me if I light my pipe. If your man is more dangerous than the
     late Professor Moriarty, or than the living Colonel Sebastian Moran,
     then he is indeed worth meeting. May I ask his name?"
273,"Mr. It is
     important that I should be able to assure him that his honoured name
     has been in no way dragged into the matter. His motives are, to the
     last degree, honourable and chivalrous, but he prefers to remain
     unknown. I need not say that your fees will be assured and that you
     will be given a perfectly free hand. Surely the actual name of your
     client is immaterial?"
274,"I am accustomed to have mystery at one
     end of my cases, but to have it at both ends is too confusing. I
     fear, Sir James, that I must decline to act."
275,"You place me in a most serious dilemma, for I am perfectly
     certain that you would be proud to take over the case if I could give
     you the facts, and yet a promise forbids me from revealing them all. May I, at least, lay all that I can before you?"
276,"He has expensive tastes. He is a horse fancier. For a short time he
     played polo at Hurlingham, but then this Prague affair got noised
     about and he had to leave. He collects books and pictures. He is a
     man with a considerable artistic side to his nature. He is, I
     believe, a recognized authority upon Chinese pottery and has written
     a book upon the subject."
277,"All great criminals have that. My old
     friend Charlie Peace was a violin virtuoso. Wainwright was no mean
     artist. I could quote many more. Well, Sir James, you will inform
     your client that I am turning my mind upon Baron Gruner. I can say no
     more. I have some sources of information of my own, and I dare say we
     may find some means of opening the matter up."
278,"The Baron has little waxed tips of hair under his nose, like the
     short antennae of an insect. These quivered with amusement as he
     listened, and he finally broke into a gentle chuckle."
279,"Well, Watson, there seemed to be no more to say, so I took my leave
     with as much cold dignity as I could summon, but, as I had my hand on
     the door-handle, he stopped me."
280,"How can I tell you where it is now? Its more than a year since I
     left him. I know where he kept it then. Hes a precise, tidy cat of a
     man in many of his ways, so maybe it is still in the pigeon-hole of
     the old bureau in the inner study. Do you know his house?"
281,"Have you, though? You havent been slow on the job if you only
     started this morning. Maybe dear Adelbert has met his match this
     time. The outer study is the one with the Chinese crockery in it--big
     glass cupboard between the windows. Then behind his desk is the door
     that leads to the inner study--a small room where he keeps papers and
     things."
282,"No fence wants stuff of that sort that you can neither melt
     nor sell."
283,"Well, now, Miss Winter, if you would call
     here to-morrow evening at five, I would consider in the meanwhile
     whether your suggestion of seeing this lady personally may not be
     arranged. I am exceedingly obliged to you for your cooperation. I
     need not say that my clients will consider liberally--"
284,"I am not out for
     money. Let me see this man in the mud, and Ive got all Ive worked
     for--in the mud with my foot on his cursed face. Thats my price. Im
     with you to-morrow or any other day so long as you are on his track. Porky here can tell you always where to find me."
285,"Tavernier, the French modeller, made it. He is as good at
     waxworks as your friend Straubenzee is at air-guns."
286,"Yes, sir, you! You are all here--every action of your vile and
     dangerous life."
287,"I put it all upon the
     table. But one card is missing. Its the king of diamonds. I dont
     know where the stone is."
288,"If I may put it in a nutshell, Mr. Merton, I should say it was all
     up."
289,"Is this cove trying to be funny, or what? Im not in the funny mood
     myself."
290,"I think I can promise you that you
     will feel even less humorous as the evening advances. Now, look here,
     Count Sylvius. Im a busy man and I cant waste time. Im going into
     that bedroom. Pray make yourselves quite at home in my absence. You
     can explain to your friend how the matter lies without the restraint
     of my presence. I shall try over the Hoffman Barcarole upon my
     violin. In five minutes I shall return for your final answer. You
     quite grasp the alternative, do you not? Shall we take you, or shall
     we have the stone?"
291,I believe you are the devil himself.
292,"But, I say, what about that bloomin fiddle! I hear it yet."
293,You are perfectly right. Let it play! These modern gramophones are a remarkable invention.
294,"Show him up, Billy. This is the eminent peer who represents the very
     highest interests,"
295,"He is an excellent and loyal
     person, but rather of the old regime. Shall we make him unbend? Dare
     we venture upon a slight liberty? He knows, we may conjecture,
     nothing of what has occurred."
296,"My old friend
     here will tell you that I have an impish habit of practical joking. Also that I can never resist a dramatic situation. I took the
     liberty--the very great liberty, I admit--of putting the stone into
     your pocket at the beginning of our interview."
297,"Leave folks to
     manage their own affairs."
298,"It wont be so damn fine
     if I have to trim you up a bit. Ive handled your kind before now,
     and they didnt look fine when I was through with them."
299,"Ive a friend thats
     interested out Harrow way--you know what Im meaning--and he dont
     intend to have no buttin in by you. Got that? You aint the law, and
     I aint the law either, and if you come in Ill be on hand also. Dont you forget it."
300,"I wont ask
     you to sit down, for I dont like the smell of you, but arent you
     Steve Dixie, the bruiser?"
301,
302,"But it was the killing of young Perkins
     outside the Holborn Bar-- What! youre not going?"
303,"I was trainin at the Bull Ring in Birmingham when
     this boy done gone get into trouble."
304,"And now, if you can spare the time,
     Watson, we will get upon our way."
305,"though it is
     some years since he used my services in some trifling matter."
306,"Our friend of yesterday, looking very pale and ill, had entered the
     room, leaning upon a little maidservant."
307,"It was one of the finest corner-houses of the West End. A
     machine-like footman took up our cards and returned with word that
     the lady was not at home."
308,"He scribbled three or four words upon a sheet of his notebook, folded
     it, and handed it to the man."
309,"I read as follows:

     46, Old Jewry,
     Nov. 19th. Re Vampires
     Sir:
     Our client, Mr. Robert Ferguson, of Ferguson and Muirhead, tea
     brokers, of Mincing Lane, has made some inquiry from us in a
     communication of even date concerning vampires. As our firm
     specializes entirely upon the assessment of machinery the matter
     hardly comes within our purview, and we have therefore recommended
     Mr. Ferguson to call upon you and lay the matter before you. We have
     not forgotten your successful action in the case of Matilda Briggs. We are, sir,
     Faithfully yours,
     Morrison, Morrison, and Dodd. per E. J. C."
310,"You dont look quite the man you did when I threw you over the ropes
     into the crowd at the Old Deer Park. I expect I have changed a bit
     also. But its this last day or two that has aged me. I see by your
     telegram, Mr."
311,"Of course it is. But you can imagine how difficult it is when you
     are speaking of the one woman whom you are bound to protect and help. What can I do? How am I to go to the police with such a story? And
     yet the kiddies have got to be protected. Is it madness, Mr. Is it something in the blood? Have you any similar case in your
     experience? For Gods sake, give me some advice, for I am at my wits
     end."
312,"Then your wifes character would really be better known by Dolores
     than by you?"
313,"that I may be of more use at Lamberley than
     here. It is eminently a case for personal investigation. If the lady
     remains in her room, our presence could not annoy or inconvenience
     her. Of course, we would stay at the inn."
314,"Not very prepossessing externally, as you can see, but a heart of
     gold, and devoted to the child."
315,"if you can see the
     truth in this matter, do not keep me in suspense. How do I stand? What shall I do? I care nothing as to how you have found your facts
     so long as you have really got them."
316,"You at least have the entree, Watson. Will you have
     the goodness to give the lady this note?"
317,"Oh, very well,
     madame, if you would rather she stayed I can see no objection. Now,
     Mr. Ferguson, I am a busy man with many calls, and my methods have to
     be short and direct. The swiftest surgery is the least painful. Let
     me first say what will ease your mind. Your wife is a very good, a
     very loving, and a very ill-used woman."
318,"I think a year at sea would be my prescription for Master Jacky,"
319,"Only one thing is still clouded,
     madame. We can quite understand your attacks upon Master Jacky. There
     is a limit to a mothers patience. But how did you dare to leave the
     child these last two days?"
320,"This, I fancy, is the time for our exit, Watson,"
321,"If you will take one elbow of the too faithful Dolores, I
     will take the other. There, now,"
322,"Ah, yes! Your pictures are not unlike you, sir, if I may say so. I believe you
     have had a letter from my namesake, Mr. Nathan Garrideb, have you
     not?"
323,"We shall, I fancy, have a
     good deal to discuss."
324,"When I went to see him this
     morning and he told me he had sent to a detective, I just asked for
     your address and came right away. I dont want police butting into a
     private matter. But if you are content just to help us find the man,
     there can be no harm in that."
325,"And now, sir, since
     you are here, we had best have a clear account from your own lips. My
     friend here knows nothing of the details."
326,Mr. Nathan Garrideb shrugged his shoulders with a disconsolate air.
327,"I am a bit of an archaeologist myself when it comes to houses,"
328,"I was wondering if this was Queen Anne or
     Georgian."
329,"But
     thats not our job. They take that at the next stage. What we wanted
     at present was just your sweet self. Please give the Yard a call,
     Watson. It wont be entirely unexpected."
330,"Pray sit down. I fear I
     can only give you a short time, for I have an appointment at eleven."
331,"Mr. Gibson
     seems to have a nice loyal household. But the warning is a useful
     one, and now we can only wait till the man himself appears."
332,"that money is nothing
     to me in this case. You can burn it if its any use in lighting you
     to the truth. This woman is innocent and this woman has to be
     cleared, and its up to you to do it. Name your figure!"
333,"I do not vary them, save when I remit them altogether."
334,"I suppose you are within your rights--and maybe doing your duty--in
     asking such a question, Mr."
335,"Then I can assure you that our relations were entirely and always
     those of an employer towards a young lady whom he never conversed
     with, or ever saw, save when she was in the company of his children."
336,"Plain enough, but whats at the back of it? Raising the price on me,
     or afraid to tackle it, or what? Ive a right to a plain answer."
337,"Ill give you one. This case
     is quite sufficiently complicated to start with without the further
     difficulty of false information."
338,"Well, its your choice. I guess you know how to run your own
     business. I cant make you touch the case against your will. Youve
     done yourself no good this morning, Mr. No man ever crossed me and was the better for
     it."
339,"So many have said so, and yet here I am,"
340,"Well, good-morning, Mr. Gibson. You have a good deal yet to learn."
341,"Our millionaire does not seem to shine in private life,"
342,"that seemed to me to be the most damning
     incident of all."
343,"Perhaps Mr. Neil Gibson has told you something of what occurred
     between us?"
344,"you need not pain yourself by entering into
     that part of the story. After seeing you, I am prepared to accept Mr. Gibsons statement both as to the influence which you had over him
     and as to the innocence of your relations with him. But why was the
     whole situation not brought out in court?"
345,"It seemed to me incredible that such a charge could be sustained. I
     thought that if we waited the whole thing must clear itself up
     without our being compelled to enter into painful details of the
     inner life of the family. But I understand that far from clearing it
     has become even more serious."
346,"I beg you to have no
     illusions upon the point. Mr. Cummings here would assure you that all
     the cards are at present against us, and that we must do everything
     that is possible if we are to win clear. It would be a cruel
     deception to pretend that you are not in very great danger. Give me
     all the help you can, then, to get at the truth."
347,"I beg you to tell us exactly what
     occurred that evening."
348,"Never mind, my dear lady. You will hear from me, Mr. Cummings. With
     the help of the god of justice I will give you a case which will make
     England ring. You will get news by to-morrow, Miss Dunbar, and
     meanwhile take my assurance that the clouds are lifting and that I
     have every hope that the light of truth is breaking through."
349,"Now, if you
     please, we will get off on what I hope is the last stage of our
     journey."
350,"There was a quick step on the stairs, a sharp tap at the door, and a
     moment later the new client presented himself. He was a tall,
     handsome youth about thirty, well dressed and elegant, but with
     something in his bearing which suggested the shyness of the student
     rather than the self-possession of the man of the world."
351,"I may need
     some of these dates which you have noted."
352,"I was lying awake about two in the morning, when I was
     aware of a dull muffled sound coming from the passage. I opened my
     door and peeped out. I should explain that the professor sleeps at
     the end of the passage--"
353,"I have said, sir, that it was the night before last--that is,
     September 4th."
354,"We were gradually coming to that conclusion, were we not, Watson?"
355,"I take it, Miss Presbury, that there
     is some fresh development in the case, and that you thought we should
     know?"
356,"No, Mr. There is no possible
     way of reaching the window--and yet he was there."
357,Is it possible that it has any bearing upon the case?
358,"I presume that you do not go so far as to assert that I summoned
     you?"
359,"However,
     that particular one can be answered very easily without your aid."
360,"I can only repeat that I am sorry that we have made a needless
     intrusion."
361,"I have never seen him in a more dangerous mood. But he grows more
     sinister. You can understand now why his daughter and I are alarmed. And yet his mind is perfectly clear."
362,"That was my miscalculation. It is evident
     that his memory is much more reliable than I had thought. By the way,
     can we, before we go, see the window of Miss Presburys room?"
363,"I expect the old gentleman has been putting two and two together,"
364,"He struck me as having a
     particularly clear and logical brain from the little I saw of him. Explosive, no doubt, but then from his point of view he has something
     to explode about if detectives are put on his track and he suspects
     his own household of doing it. I rather fancy that friend Bennett is
     in for an uncomfortable time."
365,"He is my general utility
     man who looks up routine business. It was important to know something
     of the man with whom our professor was so secretly corresponding. His
     nationality connects up with the Prague visit."
366,"I dont think you have anything to fear now for a week at least,"
367,"I am a busy man, and Dr. Watson has his patients to
     attend to. Let us agree that we meet here at this hour next Tuesday,
     and I shall be surprised if before we leave you again we are not able
     to explain, even if we cannot perhaps put an end to, your troubles. Meanwhile, keep us posted in what occurs."
368,"He heard from
     his London correspondent to-day. There was a letter and there was a
     small packet, each with the cross under the stamp which warned me not
     to touch them. There has been nothing else."
369,"Now, Mr. Bennett,
     we shall, I think, come to some conclusion to-night. If my deductions
     are correct we should have an opportunity of bringing matters to a
     head. In order to do so it is necessary to hold the professor under
     observation. I would suggest, therefore, that you remain awake and on
     the lookout. Should you hear him pass your door, do not interrupt
     him, but follow him as discreetly as you can. Dr. Watson and I will
     not be far off. By the way, where is the key of that little box of
     which you spoke?"
370,"If the cycle of nine days holds good then we shall have the
     professor at his worst to-night,"
371,"At present the scandal is
     confined to our own household. It is safe with us. If it gets beyond
     these walls it will never stop. Consider his position at the
     university, his European reputation, the feelings of his daughter."
372,"I think it may be quite possible to keep
     the matter to ourselves, and also to prevent its recurrence now that
     we have a free hand. The key from the watch-chain, Mr. Bennett. Macphail will guard the patient and let us know if there is any
     change. Let us see what we can find in the professors mysterious
     box."
373,"the great black-faced monkey of the Himalayan slopes,
     biggest and most human of climbing monkeys. Many details are added. Well, thanks to you, Mr."
374,"lies, of course, in that untimely
     love affair which gave our impetuous professor the idea that he could
     only gain his wish by turning himself into a younger man. When one
     tries to rise above Nature one is liable to fall below it. The
     highest type of man may revert to the animal if he leaves the
     straight road of destiny."
375,"Down on the beach. Exactly where poor McPherson met his end. If this
     mans heart had been weak as McPhersons was, he would not be here
     now. More than once I thought he was gone as I brought him up. It was
     too far to The Gables, so I made for you."
376,"You will understand, Mrs. Merrilow, that if I come to Mrs. Ronder I
     should prefer to have a witness. You will make her understand that
     before we arrive."
377,"she is that anxious
     to see you that you might bring the whole parish at your heels!"
378,"Very good, Mrs. Merrilow. I
     should like to have a little chat with Dr. Watson. That will carry us
     till lunch-time. About three oclock you may expect to see us at your
     house in Brixton."
379,"It was burned to a black cinder, but there could be no question as to
     its anatomical significance."
380,"station of Shoscombe. The rack above us was covered
     with a formidable litter of rods, reels, and baskets. On reaching our
     destination a short drive took us to an old-fashioned tavern, where a
     sporting host, Josiah Barnes, entered eagerly into our plans for the
     extirpation of the fish of the neighbourhood."
381,"He thought it was his mistress,
     and he found it was a stranger. Dogs dont make mistakes."
382,"I got your note, Mr. Sir
     Robert has not returned yet, but I hear that he is expected
     to-night."
383,"I fancy the ashes of them
     might even now be found in that oven which had already consumed a
     part."
384,"But why in the world would anyone want to burn the bones of a man
     who has been dead a thousand years?"
385,"It may mean a
     long search, and we need not detain you. I fancy that we shall get
     our solution before morning."
386,"Possibly it is
     familiar to you. In any case, my business is that of every other good
     citizen--to uphold the law. It seems to me that you have much to
     answer for."
387,"Appearances are
     against me, Ill admit, but I could act no otherwise."
388,"I have, of course, studied it, and yet I should be interested to
     have your impression,"
389,"He seemed to me like a man who was literally bowed down by care. His
     back was curved as though he carried a heavy burden. Yet he was not
     the weakling that I had at first imagined, for his shoulders and
     chest have the framework of a giant, though his figure tapers away
     into a pair of spindled legs."
390,"Little
     Purlington is in Essex, I believe, not far from Frinton. Well, of
     course you will start at once. This is evidently from a responsible
     person, the vicar of the place. Where is my Crockford? Yes, here we
     have him: J. C. Elman, M. A., Living of Moosmoor cum Little
     Purlington. Look up the trains, Watson."
391,"What can this man
     possibly know of what has occurred? It is waste of time and money."
392,"On the face of it, it seems absurd to suppose that this person knows
     anything, but if you think--"
393,"If they are not worth more than the last ones they are not of much
     use,"
394,"He has been interesting
     himself also in your business, Mr. Josiah Amberley, though we have
     been working independently. But we both have the same question to ask
     you!"
395,"You
     had not met Barker, Watson. He is my hated rival upon the Surrey
     shore. When you said a tall dark man it was not difficult for me to
     complete the picture. He has several good cases to his credit, has he
     not, Inspector?"
396,"Well, in the name of the force I thank you. It seems a clear case,
     as you put it, and there cant be much difficulty over the bodies."
397,"and I am
     sure Amberley himself never observed it. Youll get results,
     Inspector, by always putting yourself in the other fellows place,
     and thinking what you would do yourself. It takes some imagination,
     but it pays. Now, we will suppose that you were shut up in this
     little room, had not two minutes to live, but wanted to get even with
     the fiend who was probably mocking at you from the other side of the
     door. What would you do?"
398,"Of course, he was bound to call us in, but why he should
     have gone to you I cant understand."
399,"He felt so clever and so sure of
     himself that he imagined no one could touch him. He could say to any
     suspicious neighbour, Look at the steps I have taken."
400,"You can file it in our archives, Watson. Some day the true
     story may be told."
401,"I am afraid, Watson, that I shall have to go,"
402,"that the incised wound upon
     Straker may have been caused by his own knife in the convulsive
     struggles which follow any brain injury?"
403,"In that
     case one of the main points in favor of the accused disappears."
404,"The Inspector here has done all that could possibly be
     suggested, but I wish to leave no stone unturned in trying to avenge
     poor Straker and in recovering my horse."
405,"I am sorry to say that we have made very little progress,"
406,"I think that I should prefer to stay here a little and go into one
     or two questions of detail. Straker was brought back here, I
     presume?"
407,"I presume, as I see blood-stains upon it,
     that it is the one which was found in the dead mans grasp. Watson,
     this knife is surely in your line?"
408,"Three of them are receipted hay-dealers accounts. One of them is a
     letter of instructions from Colonel Ross. This other is a milliners
     account for thirty-seven pounds fifteen made out by Madame Lesurier,
     of Bond Street, to William Derbyshire. Mrs. Straker tells us that
     Derbyshire was a friend of her husbands and that occasionally his
     letters were addressed here."
409,"Twenty-two guineas is rather heavy for a
     single costume. However there appears to be nothing more to learn,
     and we may now go down to the scene of the crime."
410,"Surely I met you in Plymouth at a garden-party some little time ago,
     Mrs. Straker?"
411,"Dear me! Why, I could have sworn to it. You wore a costume of
     dove-colored silk with ostrich-feather trimming."
412,"In that case the overcoat was not blown against the furze-bush, but
     placed there."
413,"I
     have examined the ground very carefully for a hundred yards in each
     direction."
414,"I should not have the impertinence to
     do it again after what you say. But I should like to take a little
     walk over the moor before it grows dark, that I may know my ground
     to-morrow, and I think that I shall put this horseshoe into my pocket
     for luck."
415,"There are several points on which I should like your advice, and
     especially as to whether we do not owe it to the public to remove our
     horses name from the entries for the Cup."
416,"It is the one quality
     which Gregory lacks. We imagined what might have happened, acted upon
     the supposition, and find ourselves justified. Let us proceed."
417,"You have
     saved us a long walk, which would have brought us back on our own
     traces. Let us follow the return track."
418,"Should I be too early to see your
     master, Mr. Silas Brown, if I were to call at five oclock to-morrow
     morning?"
419,"No gossiping! Go about your
     business! And you, what the devil do you want here?"
420,"Ive no time to talk to every gadabout. We want no stranger here. Be
     off, or you may find a dog at your heels."
421,"Your instructions will be done. It shall all be done,"
422,"I shall write to you about it. No tricks, now, or--"
423,"A more perfect compound of the bully, coward, and sneak than Master
     Silas Brown I have seldom met with,"
424,"My friend and I return to town by the night-express,"
425,"We have had a charming little breath of your beautiful Dartmoor
     air."
426,"So you despair of arresting the murderer of poor Straker,"
427,I suppose that you would know him when you saw him?
428,"I have been on the turf for twenty
     years, and never was asked such a question as that before,"
429,"Well, that is the curious part of it. You could have got fifteen to
     one yesterday, but the price has become shorter and shorter, until
     you can hardly get three to one now."
430,"My dear sir, you have done wonders. The horse looks very fit and
     well. It never went better in its life. I owe you a thousand
     apologies for having doubted your ability. You have done me a great
     service by recovering my horse. You would do me a greater still if
     you could lay your hands on the murderer of John Straker."
431,"but I must regard what you
     have just said as either a very bad joke or an insult."
432,"I assure you that I have not associated you
     with the crime, Colonel,"
433,"He passed his hand over his forehead like a man who is half dazed,
     and then fell rather than sat down upon a chair."
434,"Our visitor again passed his hand over his forehead, as if he found
     it bitterly hard. From every gesture and expression I could see that
     he was a reserved, self-contained man, with a dash of pride in his
     nature, more likely to hide his wounds than to expose them. Then
     suddenly, with a fierce gesture of his closed hand, like one who
     throws reserve to the winds, he began."
435,"Now there is one thing that I want to impress upon you before I go
     any further, Mr. Effie loves me. Dont let there be any
     mistake about that. She loves me with her whole heart and soul, and
     never more than now. I know it. I feel it. I dont want to argue
     about that. A man can tell easily enough when a woman loves him. But
     theres this secret between us, and we can never be the same until it
     is cleared."
436,I saw lights in the cottage as I came down. We shall settle it now once and for all.
437,"I am going to force my way in and see for myself who is in the
     house. I wish you both to be there as witnesses."
438,I glanced down at the new patent leathers which I was wearing.
439,"Well, we may save the police some little trouble in that direction,"
440,"Human nature is a strange mixture, Watson. You see that even a
     villain and murderer can inspire such affection that his brother
     turns to suicide when he learns that his neck is forfeited. However,
     we have no choice as to our action. The doctor and I will remain on
     guard, Mr. Pycroft, if you will have the kindness to step out for the
     police."
441,Do you know who it was that we let into the house that day?
442,"Yes, it was the devil himself. We have not had a peaceful hour
     since--not one. The governor has never held up his head from that
     evening, and now the life has been crushed out of him and his heart
     broken, all through this accursed Hudson."
443,"Yes, weve had a scare in this part lately. Old Acton, who is one of
     our county magnates, had his house broken into last Monday. No great
     damage done, but the fellows are still at large."
444,"None as yet. But the affair is a pretty one, one of our little
     country crimes, which must seem too small for your attention, Mr."
445,"hes our leading man about here, is
     old Cunningham, and a very decent fellow too. Hell be cut up over
     this, for the man has been in his service for years and was a good
     servant. Its evidently the same villains who broke into Actons."
446,"If its a local villain there should not be much difficulty in
     running him down,"
447,"We were
     chatting about the matter when you came in, Inspector. Perhaps you
     can let us have a few details."
448,"it
     is of course a conceivable theory that this William Kirwan--though he
     had the reputation of being an honest man, may have been in league
     with the thief. He may have met him there, may even have helped him
     to break in the door, and then they may have fallen out between
     themselves."
449,"as to the possibility of
     there being an understanding between the burglar and the servant, and
     this being a note of appointment from one to the other, is an
     ingenious and not entirely impossible supposition. But this writing
     opens up--"
450,He wants us all four to go up to the house together.
451,"William received a
     letter by the afternoon post yesterday. The envelope was destroyed by
     him."
452,"Youve seen the postman. It is a pleasure to work with you. Well,
     here is the lodge, and if you will come up, Colonel, I will show you
     the scene of the crime."
453,"Now, it was on those
     stairs that young Mr. Cunningham stood and saw the two men struggling
     just where we are. Old Mr. Cunningham was at that window--the second
     on the left--and he saw the fellow get away just to the left of that
     bush. So did the son. They are both sure of it on account of the
     bush. Then Mr. Alec ran out and knelt beside the wounded man. The
     ground is very hard, you see, and there are no marks to guide us."
454,"I thought you Londoners were
     never at fault. You dont seem to be so very quick, after all."
455,"Why, I dont see that
     we have any clue at all."
456,"Is
     it not extraordinary that a burglary--and a burglar who had had some
     previous experience--should deliberately break into a house at a time
     when he could see from the lights that two of the family were still
     afoot?"
457,"But
     as to your ideas that the man had robbed the house before William
     tackled him, I think it a most absurd notion. Wouldnt we have found
     the place disarranged, and missed the things which he had taken?"
458,"You must remember
     that we are dealing with a burglar who is a very peculiar fellow, and
     who appears to work on lines of his own. Look, for example, at the
     queer lot of things which he took from Actons--what was it?--a ball
     of string, a letter-weight, and I dont know what other odds and
     ends."
459,"Anything which you or the Inspector may suggest will most certainly
     be done."
460,"I should like you to offer a
     reward--coming from yourself, for the officials may take a little
     time before they would agree upon the sum, and these things cannot be
     done too promptly. I have jotted down the form here, if you would not
     mind signing it. Fifty pound was quite enough, I thought."
461,"you will
     find it useful at the trial. But this is what we really wanted."
462,"I wished Mr. Acton to be present while I demonstrated this small
     matter to you,"
463,"for it is natural that he should take a
     keen interest in the details. I am afraid, my dear Colonel, that you
     must regret the hour that you took in such a stormy petrel as I am."
464,"I will lay an account of the case before you in its due
     order, showing you the various points which guided me in my decision. Pray interrupt me if there is any inference which is not perfectly
     clear to you."
465,"I could see that you were commiserating with me over my weakness,"
466,Ive come over this little matter of Colonel Barclays death.
